docid	novelty_1.0_10	novelty_1.0_25	novelty_1.0_40	novelty_0.2_10	novelty_0.2_25	novelty_0.2_40	novelty_0.05_10	novelty_0.05_25	novelty_0.05_40	novelty_0.025_10	novelty_0.025_25	novelty_0.025_40	transience_1.0_10	transience_1.0_25	transience_1.0_40	transience_0.2_10	transience_0.2_25	transience_0.2_40	transience_0.05_10	transience_0.05_25	transience_0.05_40	transience_0.025_10	transience_0.025_25	transience_0.025_40	resonance_1.0_10	resonance_1.0_25	resonance_1.0_40	resonance_0.2_10	resonance_0.2_25	resonance_0.2_40	resonance_0.05_10	resonance_0.05_25	resonance_0.05_40	resonance_0.025_10	resonance_0.025_25	resonance_0.025_40
mdp.39015062453769	5.88082231346	5.92143735171	6.00421870071	4.01193724875	4.17335041775	4.29308703834	3.05989592445	3.2534554507	3.34446395967	2.6989542078	2.89393114742	2.97083661497	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
uiuo.ark+=13960=t5w66rn1p	5.09114400183	5.18452342661	5.2998346823	3.70903136389	3.82886073584	3.99365320446	3.17683824134	3.29398416503	3.47004375861	3.00787418695	3.10434220041	3.28870554798	4.7984147642	4.82628104067	4.92560819188	3.35393185405	3.3661064846	3.479297454	2.81223720409	2.82796927784	2.92692378928	2.61993288864	2.62618132445	2.7277158267	0.292729237634	0.358242385932	0.374226490419	0.355099509836	0.462754251244	0.514355750461	0.364601037256	0.466014887191	0.543119969331	0.387941298307	0.478160875959	0.560989721279
mdp.39015014317757	5.45408938111	5.59044001818	5.70068233129	4.26262305391	4.46640470548	4.61569436248	3.65295611577	3.91501037439	4.09124585405	3.38867500197	3.68368258745	3.8734893947	5.38564078256	5.3622203592	5.37329234914	4.16999176554	4.15244734646	4.17410454161	3.54937607514	3.54676134319	3.57264866652	3.33058927909	3.33832351955	3.35503215966	0.0684485985502	0.228219658982	0.327389982144	0.0926312883714	0.313957359019	0.441589820864	0.103580040628	0.368249031195	0.518597187532	0.0580857228738	0.345359067896	0.51845723504
uc1.b4948974	5.41654797878	5.48960636051	5.58697449727	4.27119225211	4.31266444034	4.41017525083	3.74934651191	3.78553132888	3.86019919958	3.52336873555	3.55653181064	3.62410357194	5.44508068969	5.48959111827	nan	4.25264546935	4.30283332672	nan	3.73828617543	3.74817427028	nan	3.53590752267	3.52102989293	nan	-0.0285327109056	1.52422387112e-05	nan	0.0185467827628	0.00983111362918	nan	0.011060336483	0.0373570586009	nan	-0.0125387871204	0.0355019177061	nan
uc2.ark+=13960=t01z4419q	4.89083429072	5.00274526814	5.20949633313	3.37960439864	3.50918372365	3.77534081357	2.72306461868	2.88734072302	3.14639262242	2.46631105826	2.63868989063	2.88679298235	4.76440078813	4.93985108469	5.0857379806	3.29568348604	3.50285633794	3.67632561902	2.68086332976	2.88901718942	3.04879041421	2.44266908944	2.66001600883	2.80430129412	0.126433502591	0.0628941834529	0.123758352531	0.0839209126013	0.00632738571355	0.099015194556	0.0422012889162	-0.00167646640059	0.0976022082153	0.0236419688173	-0.021326118196	0.0824916882358
uiuo.ark+=13960=t11n8ns61	5.7035270746	nan	nan	3.99738456056	nan	nan	3.20024822358	nan	nan	2.96267717522	nan	nan	5.56490642947	5.56222014317	5.61340824709	3.76947768315	3.67303390541	3.71116444709	3.052267768	2.94227352948	2.97727858616	2.80388312188	2.68933158975	2.72027409657	0.138620645124	nan	nan	0.227906877404	nan	nan	0.147980455588	nan	nan	0.158794053341	nan	nan
nyp.33433074936810	5.51028014013	5.56518156632	5.70137300585	4.43000470092	4.49543434081	4.62681629802	3.92338046995	4.00944420328	4.13120936501	3.67822383481	3.77723473391	3.90280177285	5.47378079102	5.5474775811	5.62566918745	4.39282570363	4.47557860156	4.58646566023	3.94736715971	3.9810877212	4.09646995871	3.76189790866	3.75818172918	3.87959044367	0.0364993491046	0.0177039852183	0.0757038183989	0.0371789972834	0.0198557392586	0.0403506377864	-0.0239866897549	0.028356482078	0.0347394062931	-0.0836740738528	0.019053004734	0.0232113291835
nyp.33433076078264	4.46786244289	4.66182188288	nan	3.16914629032	3.43127114763	nan	2.61054030547	2.9516424119	nan	2.38124659594	2.77199133007	nan	4.52465082096	4.64343082097	4.80955424035	3.158069339	3.3129383537	3.53368681961	2.51787556866	2.66082523095	2.91508478661	2.24121068811	2.36970958806	2.63581824818	-0.0567883780644	0.0183910619162	nan	0.0110769513131	0.118332793939	nan	0.0926647368083	0.290817180946	nan	0.140035907836	0.402281742008	nan
mdp.39015023978250	6.54500087137	6.62033331275	6.69755361115	4.74169367449	4.9530403577	5.13629568446	3.35060011009	3.67053027005	3.91035526428	2.87706630544	3.17621608534	3.39993051331	6.51522670624	6.46147995295	nan	4.61894109675	4.41329951601	nan	3.16950237196	2.99922030782	nan	2.70842627557	2.59690105552	nan	0.0297741651331	0.158853359802	nan	0.122752577734	0.539740841692	nan	0.181097738121	0.671309962235	nan	0.168640029878	0.579315029821	nan
uc1.$b104238	6.43631930796	6.4924737531	6.54686103263	4.83467157094	4.93719288752	5.03998080397	4.09221112682	4.17949349932	4.33035107627	3.79273019446	3.87761664071	4.05225636614	6.46181231215	6.51320487674	6.53636662836	4.94254598226	5.07715901383	5.12855859783	4.12580495452	4.31847739022	4.36470917699	3.79434817113	4.04068435456	4.08275805836	-0.0254930041876	-0.0207311236411	0.0104944042779	-0.107874411321	-0.139966126308	-0.0885777938617	-0.033593827699	-0.138983890894	-0.0343581007203	-0.00161797666861	-0.163067713845	-0.0305016922144
