docid	novelty_1.0_10	novelty_1.0_25	novelty_1.0_40	novelty_0.2_10	novelty_0.2_25	novelty_0.2_40	novelty_0.05_10	novelty_0.05_25	novelty_0.05_40	novelty_0.025_10	novelty_0.025_25	novelty_0.025_40	transience_1.0_10	transience_1.0_25	transience_1.0_40	transience_0.2_10	transience_0.2_25	transience_0.2_40	transience_0.05_10	transience_0.05_25	transience_0.05_40	transience_0.025_10	transience_0.025_25	transience_0.025_40	resonance_1.0_10	resonance_1.0_25	resonance_1.0_40	resonance_0.2_10	resonance_0.2_25	resonance_0.2_40	resonance_0.05_10	resonance_0.05_25	resonance_0.05_40	resonance_0.025_10	resonance_0.025_25	resonance_0.025_40
uiuo.ark+=13960=t1pg1zm61	5.0054195776	5.14892235858	5.27440980233	3.4179598507	3.60720535141	3.80226417885	2.84787637504	3.02137476989	3.24919326192	2.67845638589	2.83269205764	3.06250974123	4.98162739149	5.05699242743	5.203243821	3.46861928892	3.60002343059	3.76296644536	2.97956324093	3.10705511532	3.26913158091	2.82686006501	2.93031906694	3.09277790159	0.0237921861145	0.0919299311494	0.0711659813283	-0.0506594382186	0.00718192081819	0.0392977334834	-0.131686865898	-0.0856803454306	-0.0199383189939	-0.14840367912	-0.0976270093049	-0.0302681603565
nyp.33433075727382	5.29583151879	5.63402896618	5.83314605576	3.8252146519	4.16082969195	4.42622302476	3.32103579009	3.57194937211	3.82751059488	3.1495312472	3.35565272994	3.60516203859	5.14128260443	5.09880868043	5.22086997781	3.62771714497	3.60273215815	3.75825438006	3.14159155906	3.10151422461	3.23983393025	2.96441062105	2.91913449412	3.0522836236	0.154548914365	0.535220285742	0.612276077948	0.197497506931	0.558097533798	0.667968644704	0.179444231028	0.470435147498	0.587676664631	0.185120626148	0.436518235824	0.552878414989
mdp.39015065767918	6.60850413453	6.54032582163	6.54297313999	4.69484642456	4.55786321206	4.58718907175	3.86398660253	3.76702807509	3.8014040189	3.5463717415	3.46843117396	3.499633426	6.59760313511	6.69376917664	6.81434342937	4.58965725265	4.62863188126	4.75936551592	3.73977039582	3.74439563103	3.83721953235	3.41278691584	3.4325017349	3.51948910001	0.0109009994139	-0.153443355014	-0.271370289381	0.105189171913	-0.0707686691983	-0.172176444166	0.124216206706	0.0226324440553	-0.0358155134493	0.133584825666	0.0359294390602	-0.0198556740028
mdp.39015003676460	5.51439242761	5.53501688648	5.65870598207	3.94459063736	3.97918298582	4.11521619973	3.31348081569	3.33782520903	3.460390081	3.09788703908	3.10325561724	3.22777119352	5.5714677756	5.65528271629	nan	4.02671783808	4.12058801698	nan	3.37841273666	3.43789504309	nan	3.12749756627	3.19548560707	nan	-0.0570753479944	-0.120265829808	nan	-0.0821272007196	-0.141405031157	nan	-0.0649319209715	-0.100069834056	nan	-0.0296105271902	-0.0922299898298	nan
nyp.33433074850185	4.8142596851	4.80381598545	4.88887813391	3.0744132229	3.0832645425	3.19053643309	2.52869678264	2.54207665008	2.64813100952	2.37407671689	2.36967075855	2.47076737889	5.17813399372	5.25923933454	5.40783553329	3.47971523336	3.65066852055	3.85798449316	2.76512309485	2.98956386357	3.18723251264	2.51010957983	2.73862101283	2.94088874334	-0.363874308623	-0.45542334909	-0.518957399373	-0.405302010453	-0.567403978049	-0.667448060072	-0.236426312214	-0.447487213487	-0.539101503111	-0.136032862942	-0.368950254284	-0.470121364446
uc1.b4113044	5.98802031038	5.98150386326	6.05755655746	4.45903115755	4.50082799192	4.60724788046	3.66576090075	3.7187898407	3.82871650989	3.39082172028	3.42828273874	3.52910051563	5.90839053757	5.98574376517	6.06810090764	4.50590996127	4.59578133348	4.70630193478	3.79955845222	3.89533368823	3.99745741005	3.51086068065	3.62901707609	3.7201281097	0.0796297728112	-0.00423990191189	-0.0105443501713	-0.0468788037199	-0.0949533415526	-0.0990540543208	-0.13379755147	-0.176543847531	-0.168740900159	-0.120038960367	-0.200734337348	-0.191027594075
uiuo.ark+=13960=t83j3v78x	5.18335570287	5.52413244493	nan	3.60341359119	4.00069037874	nan	2.98095614504	3.39077578249	nan	2.70260543	3.12033658936	nan	5.34229526694	5.51658345528	5.63788203491	3.75446857399	3.96807110945	4.13937793012	3.07738056906	3.31153954317	3.48971109275	2.81023869877	3.04212842562	3.22048508865	-0.158939564077	0.00754898965212	nan	-0.151054982801	0.0326192692927	nan	-0.0964244240164	0.0792362393166	nan	-0.107633268768	0.0782081637389	nan
mdp.39015053616341	5.0591235421	5.22397117712	5.34761158582	3.75451016118	3.97000126686	4.14219215587	3.14901144384	3.37020460842	3.55544844107	2.9149755029	3.13696423132	3.31489496678	4.94877436558	4.85213354763	nan	3.60313274586	3.55496996355	nan	3.0509997687	2.97073929502	nan	2.85134267652	2.72865417236	nan	0.11034917652	0.371837629492	nan	0.151377415315	0.415031303307	nan	0.0980116751392	0.399465313401	nan	0.0636328263792	0.40831005896	nan
uiuo.ark+=13960=t8v98hw17	4.65075716722	4.75914508513	4.97885779871	3.15546120505	3.29279855764	3.53540807882	2.68278134687	2.80168996397	3.00048303601	2.5184037906	2.63009633735	2.81390687642	4.74887203205	4.99354697547	5.13204533256	3.26467991047	3.53177834033	3.71099895826	2.76423159506	2.95716303295	3.12782578555	2.60668299706	2.78474507499	2.93761152744	-0.0981148648312	-0.234401890336	-0.153187533852	-0.109218705423	-0.238979782689	-0.175590879443	-0.0814502481909	-0.155473068976	-0.127342749537	-0.0882792064583	-0.154648737634	-0.123704651024
uc2.ark+=13960=t8qb9ws5v	6.55945868497	6.38191622771	6.35594771481	4.67505760201	4.41304337839	4.42200972827	3.33424615612	3.15046186893	3.15397655484	2.89908759834	2.74031928824	2.73927212652	6.73737769964	6.78625651177	6.91372288636	5.08021935731	5.10712326096	5.27025809204	3.91432922356	3.93297152301	4.11201712364	3.39032871766	3.4346828878	3.63538652686	-0.177919014667	-0.404340284055	-0.557775171558	-0.4051617553	-0.694079882566	-0.848248363775	-0.580083067434	-0.78250965408	-0.958040568802	-0.491241119321	-0.694363599557	-0.896114400335
inu.30000107396024	5.22263611096	5.2744638718	5.36778907998	3.71311429689	3.79225608325	3.91138440489	3.06406811448	3.13334787898	3.24398348895	2.81417762284	2.88692283282	2.99274008742	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
mdp.39015073376678	6.15761294628	6.41861214821	6.60275647807	3.68580557471	4.00358871587	4.22480474965	3.04241552124	3.29165607426	3.46930599747	2.81601887394	3.06198449924	3.24694285882	5.94171712669	5.90648896007	nan	3.69418638511	3.64328016619	nan	3.15180010932	3.10689750476	nan	2.99987755043	2.94121812405	nan	0.215895819593	0.512123188144	nan	-0.00838081040088	0.360308549681	nan	-0.109384588081	0.184758569496	nan	-0.183858676497	0.120766375189	nan
nnc1.1002167182	5.0794054175	5.20051132963	nan	3.90179950777	4.03366783866	nan	3.34651099954	3.51739111658	nan	3.12361830437	3.33134579347	nan	4.97813406947	5.05851672857	5.14306370851	3.67002585418	3.77474461172	3.92046434555	3.02180307749	3.13062764035	3.29190708659	2.78048753495	2.8798095188	3.01890553557	0.101271348029	0.141994601061	nan	0.231773653597	0.258923226939	nan	0.324707922051	0.386763476236	nan	0.343130769417	0.451536274667	nan
nyp.33433008129698	5.63454475829	5.76589003066	5.88628347613	4.03776087384	4.06420351297	4.15470747214	3.30459278393	3.28431242814	3.36024510991	3.01257363492	2.97905525361	3.06710454853	5.83001498571	5.90584848081	6.00114990272	4.32496413679	4.40387683437	4.48060739972	3.59006696919	3.68946898069	3.79261374238	3.26339058144	3.39009448754	3.5047679145	-0.195470227424	-0.139958450156	-0.114866426589	-0.28720326295	-0.339673321399	-0.325899927576	-0.28547418526	-0.405156552554	-0.432368632468	-0.25081694652	-0.411039233921	-0.437663365966
uc1.b3025206	6.07928643833	6.10666825144	6.11373412835	4.77982866341	4.80122803078	4.78770697451	4.02275868212	4.03952997672	4.05216510579	3.70055425859	3.71030094816	3.74938969853	6.11705913615	6.15842592296	6.20102742849	4.73797017212	4.74153657694	4.79112833164	3.9075135062	3.93200524754	3.97957131907	3.5515509999	3.57669681129	3.62875192803	-0.0377726978211	-0.0517576715208	-0.0872933001355	0.0418584912889	0.0596914538366	-0.00342135713091	0.115245175919	0.107524729182	0.0725937867187	0.149003258688	0.133604136879	0.120637770496
mdp.39015000631658	5.17500428061	5.2739690886	5.37870035771	3.90836788927	4.05175568251	4.19516716864	3.23744721602	3.44145510763	3.58325351796	3.01512634706	3.24382243125	3.36486605668	5.10067687014	5.11700356169	5.13591168011	3.79380028435	3.80578396044	3.79947854474	3.10993257851	3.15742341724	3.16133116706	2.85060047106	2.90308789243	2.89832462231	0.0743274104652	0.156965526905	0.242788677604	0.114567604916	0.24597172207	0.395688623907	0.127514637511	0.284031690387	0.4219223509	0.164525875995	0.340734538815	0.466541434368
nyp.33433075816698	6.21123247888	6.25384933896	6.27492519056	4.75163659133	4.81961506154	4.83479233496	3.97840525046	4.01733464738	4.03752194801	3.69243631119	3.66460220872	3.70191405579	6.30655632442	6.45549060799	6.53402987958	4.66488942547	4.93960210674	5.0515113665	3.70856555307	4.080401544	4.20646390017	3.33922945001	3.72460880566	3.84771594839	-0.0953238455344	-0.201641269031	-0.259104689028	0.0867471658641	-0.119987045201	-0.216719031543	0.269839697395	-0.0630668966212	-0.168941952169	0.353206861177	-0.0600065969388	-0.145801892609
