docid	novelty_1.0_10	novelty_1.0_25	novelty_1.0_40	novelty_0.2_10	novelty_0.2_25	novelty_0.2_40	novelty_0.05_10	novelty_0.05_25	novelty_0.05_40	novelty_0.025_10	novelty_0.025_25	novelty_0.025_40	transience_1.0_10	transience_1.0_25	transience_1.0_40	transience_0.2_10	transience_0.2_25	transience_0.2_40	transience_0.05_10	transience_0.05_25	transience_0.05_40	transience_0.025_10	transience_0.025_25	transience_0.025_40	resonance_1.0_10	resonance_1.0_25	resonance_1.0_40	resonance_0.2_10	resonance_0.2_25	resonance_0.2_40	resonance_0.05_10	resonance_0.05_25	resonance_0.05_40	resonance_0.025_10	resonance_0.025_25	resonance_0.025_40
uc2.ark+=13960=t7cr5tc0g	5.08976582362	5.06640522165	5.08864977853	4.04216659306	3.97095859156	3.99076214616	3.56640185723	3.49291493725	3.49444946435	3.36649186341	3.29583332455	3.28886637242	5.25513360554	5.36327046619	5.45049867438	4.1917174522	4.31133229243	4.39235237822	3.70744375124	3.81565290527	3.88128061237	3.49848263265	3.60559916988	3.65287380584	-0.165367781914	-0.296865244537	-0.361848895847	-0.149550859143	-0.340373700872	-0.401590232052	-0.141041894008	-0.322737968023	-0.38683114802	-0.131990769243	-0.30976584533	-0.364007433411
uc2.ark+=13960=t0sq91j9h	5.8308460587	5.8596524473	5.93589390734	4.50451299221	4.56220670179	4.6150110117	3.88207751468	3.94488522037	3.96597346513	3.632739082	3.68153721967	3.69052898051	5.7560680032	5.81367773185	5.84189565522	4.46103702837	4.50952320142	4.53747351317	3.8750196453	3.87204797327	3.90352046545	3.67457806177	3.62942424631	3.66007534911	0.0747780555051	0.0459747154514	0.093998252125	0.0434759638316	0.0526835003714	0.077537498533	0.00705786937212	0.072837247101	0.0624529996744	-0.0418389797668	0.0521129733649	0.0304536313955
mdp.39015003311928	5.42531659819	5.49344073243	5.6909647109	3.97751628385	4.08699617089	4.31719662186	3.38888254699	3.49037598043	3.71139464271	3.12797136459	3.24935137725	3.46735601884	5.37275868306	5.35388898769	5.35339024294	3.91132536753	3.94137305824	3.96333590863	3.23910630245	3.29061863966	3.31835473036	2.91953835071	2.98101532998	3.02514578983	0.0525579151336	0.13955174474	0.337574467959	0.0661909163269	0.145623112649	0.353860713229	0.149776244535	0.199757340769	0.393039912356	0.20843301388	0.268336047265	0.442210229011
uc1.$b300324	6.30984231688	6.38022365195	6.53048186389	4.84115226331	4.95943069552	5.13319064127	4.22802136851	4.38473347415	4.52724291121	4.01786626671	4.16763629133	4.28766568937	6.09206489436	6.11592087365	6.12039740856	4.59447169306	4.60028296051	4.65243819805	3.88566739782	3.92645410802	3.99182098854	3.54829949121	3.65118776769	3.72435940424	0.217777422525	0.264302778297	0.410084455327	0.246680570253	0.359147735003	0.480752443217	0.342353970684	0.458279366128	0.535421922668	0.469566775496	0.516448523643	0.56330628513
mdp.39015021038552	6.21928147867	6.22396653557	6.3129087708	4.56953740503	4.57282611756	4.69881920831	3.73301966431	3.72384873989	3.85401077084	3.43875752645	3.43156396428	3.5689869773	6.22934335655	6.26293555318	6.30673926784	4.72068813766	4.69741102504	4.73769630875	3.92771914884	3.83954773566	3.86819699366	3.61692189729	3.48079137849	3.50980349916	-0.010061877883	-0.0389690176039	0.0061695029635	-0.151150732626	-0.124584907476	-0.03887710044	-0.194699484532	-0.115698995772	-0.0141862228158	-0.178164370835	-0.0492274142155	0.059183478137
nyp.33433074864590	4.99965481431	5.06953263828	5.13250673212	3.79645907866	3.86128360717	3.94413018034	3.35214530998	3.40963630793	3.49706829332	3.17949787436	3.2453174268	3.3285684544	5.07585448923	5.20652225689	5.30240202474	3.89371378622	4.02800851091	4.15976242442	3.36652393491	3.49278480407	3.61279279963	3.17526611253	3.27653877751	3.38261154974	-0.076199674924	-0.13698961861	-0.16989529262	-0.0972547075633	-0.166724903733	-0.215632244079	-0.014378624923	-0.0831484961368	-0.115724506309	0.00423176182917	-0.0312213507107	-0.0540430953434
mdp.39015078772913	5.2881517375	5.28020871516	5.29347850133	4.05923919946	4.01176636317	4.0013578256	3.48796109563	3.41035010883	3.39412079879	3.22892400816	3.15017620449	3.14799598322	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
mdp.39015004753268	5.70139024177	5.67396866273	5.71971808396	4.29451765327	4.22037734342	4.26541387078	3.58917857988	3.46768413296	3.48459007296	3.27163978202	3.13426562374	3.15061399756	5.66788449778	5.79949005839	nan	4.20438258162	4.37389607263	nan	3.5121734434	3.6793346669	nan	3.28122469397	3.41630465513	nan	0.0335057439922	-0.125521395652	nan	0.0901350716508	-0.153518729207	nan	0.0770051364815	-0.211650533939	nan	-0.00958491194923	-0.282039031393	nan
uc2.ark+=13960=t0ms3rr9r	5.29434216446	5.28752990386	5.24851876808	4.10498831284	4.12002353079	4.08018577307	3.56701594246	3.60264980459	3.55328945249	3.35739572547	3.38878484687	3.33946849962	5.1888023349	5.32813534622	5.38347733775	3.93706138307	4.04281255356	4.10046046515	3.33045391137	3.3626684592	3.41542866343	3.05628253938	3.05733504125	3.10206532889	0.105539829559	-0.0406054423674	-0.134958569665	0.167926929768	0.0772109772338	-0.0202746920772	0.236562031098	0.239981345392	0.137860789059	0.301113186093	0.331449805621	0.237403170726
uiuo.ark+=13960=t3zs3cp1c	6.0052958435	nan	nan	3.49226630405	nan	nan	2.63583489899	nan	nan	2.49292727458	nan	nan	6.53173554452	6.58907684199	6.67837686214	4.07940538363	4.15225521656	4.3605268645	2.96312867084	2.99526785697	3.16885151861	2.69208512417	2.72461667792	2.88436365676	-0.526439701015	nan	nan	-0.587139079574	nan	nan	-0.327293771851	nan	nan	-0.199157849583	nan	nan
