docid	novelty_1.0_10	novelty_1.0_25	novelty_1.0_40	novelty_0.2_10	novelty_0.2_25	novelty_0.2_40	novelty_0.05_10	novelty_0.05_25	novelty_0.05_40	novelty_0.025_10	novelty_0.025_25	novelty_0.025_40	transience_1.0_10	transience_1.0_25	transience_1.0_40	transience_0.2_10	transience_0.2_25	transience_0.2_40	transience_0.05_10	transience_0.05_25	transience_0.05_40	transience_0.025_10	transience_0.025_25	transience_0.025_40	resonance_1.0_10	resonance_1.0_25	resonance_1.0_40	resonance_0.2_10	resonance_0.2_25	resonance_0.2_40	resonance_0.05_10	resonance_0.05_25	resonance_0.05_40	resonance_0.025_10	resonance_0.025_25	resonance_0.025_40
mdp.39015003931816	5.22849861276	5.37855082235	5.49802414435	3.87890379627	4.0727710741	4.24518075467	3.33203086944	3.5276180039	3.71463207927	3.12161036746	3.31662533765	3.50654693241	5.0732140443	5.01926006552	nan	3.75510184025	3.71195855506	nan	3.26517096543	3.18916323297	nan	3.08178360856	2.99938093932	nan	0.155284568461	0.359290756833	nan	0.123801956021	0.360812519041	nan	0.0668599040098	0.33845477093	nan	0.0398267588947	0.317244398324	nan
nyp.33433075750863	4.91185974776	4.88392849774	nan	3.54960603366	3.57491250282	nan	3.03924908841	3.09323286476	nan	2.83017480833	2.89763959903	nan	4.84446998079	5.03366563913	5.18344582386	3.34978774877	3.54783859143	3.74550614103	2.85049866328	3.00302295858	3.18218190011	2.66395730165	2.79828700323	2.96716514679	0.0673897669647	-0.149737141394	nan	0.199818284894	0.0270739113847	nan	0.188750425132	0.0902099061834	nan	0.166217506684	0.0993525957911	nan
uc1.b3325494	5.20501526656	5.31601384492	5.44552056985	3.94412441568	4.09292217465	4.22546971399	3.45399582026	3.62224011228	3.75060716107	3.24591244612	3.42251000238	3.55181120493	5.15679832086	5.24057857694	5.32982751879	3.8575494086	3.91521607792	4.03474468863	3.33260610315	3.40542724839	3.52671926797	3.09402262754	3.20007283693	3.33392539316	0.0482169457005	0.0754352679765	0.115693051062	0.0865750070742	0.177706096736	0.190725025357	0.121389717109	0.216812863892	0.223887893103	0.151889818586	0.222437165449	0.217885811773
uiuo.ark+=13960=t17m0m55j	5.4014625725	5.52265822471	nan	3.8128320422	4.08010713279	nan	3.27503736623	3.60474679404	nan	3.07669254859	3.41194643463	nan	5.16795941824	5.32353203782	5.44040523375	3.55532795123	3.74819299234	3.92532556386	2.91188809964	3.06402898259	3.25109938931	2.69898065049	2.80608019872	2.99087377986	0.233503154258	0.199126186887	nan	0.257504090971	0.331914140449	nan	0.363149266585	0.540717811448	nan	0.377711898102	0.605866235914	nan
mdp.39015020124197	5.25696452922	5.46377227403	5.63056283509	3.88228348488	4.16152362884	4.37281832832	3.3352968322	3.63149035588	3.8578045407	3.1366763768	3.43599634774	3.66586344467	5.20000541968	5.21667430516	5.26209233935	3.78627957633	3.82960789989	3.91397525959	3.12523424052	3.17760150841	3.26924990692	2.82414661517	2.89046788566	2.99161941434	0.0569591095443	0.24709796887	0.368470495744	0.0960039085493	0.331915728949	0.458843068725	0.210062591679	0.453888847468	0.588554633774	0.312529761629	0.545528462087	0.674244030334
hvd.hn1qjz	4.48943403127	4.58704733455	nan	3.07625823105	3.27455243427	nan	2.5845474066	2.82062239522	nan	2.41944783355	2.65559052114	nan	4.43524968243	4.49989074532	4.62409402092	2.99004604366	3.0876590097	3.22618858795	2.48681857841	2.5599746462	2.6775134263	2.30098604955	2.36733972721	2.47443643564	0.0541843488362	0.0871565892355	nan	0.0862121873866	0.186893424569	nan	0.0977288281914	0.260647749023	nan	0.118461784003	0.288250793939	nan
uc1.b3875825	6.97715533058	6.98418017297	7.02060250662	4.87791428585	4.93226641657	5.0944976051	3.4112199204	3.39767935031	3.66382513555	2.94353338104	2.94618526748	3.17561025041	6.85035325282	nan	nan	4.36563815537	nan	nan	2.90185460525	nan	nan	2.57194123155	nan	nan	0.126802077763	nan	nan	0.512276130487	nan	nan	0.509365315144	nan	nan	0.371592149489	nan	nan
uiuo.ark+=13960=t76t19f6p	5.37577432495	5.29211118954	5.3201661861	4.1033623828	3.97863925022	3.9667397011	3.52104169026	3.40072277865	3.36191121651	3.23884396651	3.14138656098	3.10277117655	5.41790826816	5.48882695648	5.58655323325	4.19368228836	4.31367514542	4.41878192161	3.57425567657	3.73012665803	3.82974670958	3.28224064798	3.46216273237	3.56180359843	-0.0421339432046	-0.19671576694	-0.266387047144	-0.0903199055591	-0.335035895194	-0.452042220508	-0.0532139863089	-0.329403879378	-0.467835493069	-0.043396681466	-0.320776171389	-0.459032421882
uiuo.ark+=13960=t62527w1k	5.91713096962	5.84193082649	nan	4.24537272744	4.2453410159	nan	3.48495503087	3.55660071346	nan	3.11788917356	3.28199123459	nan	6.08020749162	6.23789011224	6.42496983576	4.19151727737	4.37505656687	4.62446191092	3.46343506687	3.64957407791	3.89664565753	3.15146528039	3.35943235258	3.60671865366	-0.163076522006	-0.395959285751	nan	0.0538554500609	-0.129715550965	nan	0.0215199640047	-0.092973364455	nan	-0.0335761068242	-0.077441117992	nan
mdp.39015073376611	6.33856800724	6.67831885605	6.86130198749	3.45353917218	3.79349867817	3.99578045436	2.7755448855	3.02951007329	3.149502793	2.58198771042	2.83089381491	2.94354988718	6.19218406983	6.1430308492	nan	3.49937909153	3.44675140135	nan	2.9314758979	2.90341374759	nan	2.76259899913	2.73340779363	nan	0.146383937411	0.535288006852	nan	-0.0458399193517	0.346747276816	nan	-0.155931012394	0.1260963257	nan	-0.180611288717	0.097486021283	nan
