docid	novelty_1.0_10	novelty_1.0_25	novelty_1.0_40	novelty_0.2_10	novelty_0.2_25	novelty_0.2_40	novelty_0.05_10	novelty_0.05_25	novelty_0.05_40	novelty_0.025_10	novelty_0.025_25	novelty_0.025_40	transience_1.0_10	transience_1.0_25	transience_1.0_40	transience_0.2_10	transience_0.2_25	transience_0.2_40	transience_0.05_10	transience_0.05_25	transience_0.05_40	transience_0.025_10	transience_0.025_25	transience_0.025_40	resonance_1.0_10	resonance_1.0_25	resonance_1.0_40	resonance_0.2_10	resonance_0.2_25	resonance_0.2_40	resonance_0.05_10	resonance_0.05_25	resonance_0.05_40	resonance_0.025_10	resonance_0.025_25	resonance_0.025_40
uc2.ark+=13960=t8cf9m411	9.05469015653	9.10546209643	9.12860971805	7.30136784838	7.39390098766	7.38569504381	6.13281953244	6.24610243408	6.20774932225	5.60530366334	5.68119996956	5.65212399356	9.07242854319	9.10127718475	9.17124049286	7.35238828994	7.349779479	7.35422647243	6.12430157936	6.13877132801	6.08638621809	5.52335913377	5.58487124247	5.52246968268	-0.0177383866593	0.00418491168611	-0.0426307748074	-0.051020441564	0.0441215086587	0.0314685713815	0.0085179530891	0.107331106074	0.121363104165	0.0819445295737	0.0963287270924	0.129654310885
mdp.39015066647861	5.35496643277	5.44074083968	5.50131279654	3.74283523948	3.82797576786	3.9082020306	2.99892237322	3.08745143887	3.16612045583	2.73234466725	2.81887037032	2.89542726363	5.43581893244	5.48297682553	5.56149884023	3.89655117876	3.95007902349	4.06015635246	3.18003629913	3.23905794602	3.33317641299	2.83451663059	2.92423166366	2.99949913545	-0.080852499674	-0.0422359858496	-0.0601860436874	-0.153715939283	-0.122103255633	-0.151954321858	-0.181113925902	-0.151606507156	-0.167055957165	-0.102171963341	-0.105361293346	-0.104071871817
mdp.39015011895565	6.10636470669	6.14478114386	6.176917935	4.74339290116	4.80212232302	4.84817851192	3.96871714563	4.03737654818	4.13523225079	3.53238171199	3.6433100377	3.77901909491	6.02653443422	6.05356343891	6.03673993764	4.65587772677	4.67349555856	4.64858274835	3.86005672327	3.90838607863	3.86291262791	3.54462145657	3.55671230568	3.50977690881	0.0798302724612	0.0912177049428	0.140177997362	0.0875151743886	0.128626764463	0.199595763567	0.108660422363	0.128990469552	0.272319622887	-0.0122397445833	0.0865977320225	0.269242186101
uiuo.ark+=13960=t33207z8j	6.65090968273	6.76519570773	6.87636805177	4.89531481805	5.06503367894	5.19440927512	4.01101721211	4.14728030185	4.34579753367	3.6840801657	3.80608425966	4.03594644878	6.71236264192	6.72632689604	6.8298995653	4.96491236655	4.991834027	5.13402824218	4.04782385195	4.04339648328	4.20389386705	3.71586120785	3.69885043974	3.85198715266	-0.0614529591918	0.0388688116923	0.0464684864628	-0.0695975484905	0.0731996519309	0.0603810329327	-0.0368066398359	0.10388381857	0.141903666612	-0.0317810421502	0.10723381992	0.183959296115
uc1.b3346785	5.02334925975	5.13412221915	5.29870129677	3.5150194505	3.68142982265	3.91849494795	2.89382618444	3.07117251468	3.3276815947	2.64935188103	2.84534139955	3.10247080611	4.87559870155	4.80668700007	4.76905849525	3.44760676892	3.41260820207	3.41659882741	2.84837397862	2.8306855307	2.83298289856	2.58893167804	2.57645568886	2.56628182317	0.147750558196	0.327435219081	0.529642801519	0.0674126815818	0.268821620583	0.50189612054	0.0454522058272	0.240486983978	0.494698696138	0.0604202029865	0.268885710691	0.536188982932
uc2.ark+=13960=t1pg1hz3p	5.75589800332	5.93607060553	6.09005526145	4.11566788074	4.34586319236	4.58427727208	3.43901543219	3.66325617749	3.92914430451	3.21524147988	3.43089782264	3.69541598395	5.82360886836	5.88183741888	5.92983078391	4.30232126892	4.37354615018	4.47051157986	3.67081255155	3.72942249727	3.83887718616	3.44421425601	3.5075519224	3.61063858775	-0.0677108650343	0.0542331866469	0.160224477539	-0.186653388179	-0.0276829578196	0.113765692221	-0.231797119363	-0.0661663197843	0.0902671183531	-0.228972776127	-0.0766540997552	0.084777396201
mdp.39015003669440	5.3066036625	5.14092172091	5.09322106229	3.92309751198	3.72971335703	3.67418514556	3.33819831793	3.15126760587	3.10013966564	3.15145687692	2.9621808516	2.90372041032	5.40735431744	5.51281392068	5.6872049504	4.06951973482	4.17903368962	4.31208805774	3.4807436426	3.58183372435	3.69872425616	3.27926578639	3.35319852044	3.47539775093	-0.100750654939	-0.371892199772	-0.593983888109	-0.146422222842	-0.449320332585	-0.637902912185	-0.142545324677	-0.430566118485	-0.598584590519	-0.127808909473	-0.391017668845	-0.571677340613
mdp.39015063917739	4.90135114897	4.97645441056	5.09302879167	3.56673578366	3.70054131879	3.84082009336	3.06283046076	3.22655666595	3.36107192539	2.87374356442	3.0467259198	3.18588680576	4.92164850916	4.92473644919	4.9932344795	3.61172878163	3.63064600562	3.73831439759	3.09882590011	3.09943108207	3.19372820247	2.90326762205	2.89260845632	2.98024750867	-0.0202973601888	0.0517179613705	0.099794312167	-0.0449929979737	0.0698953131702	0.102505695764	-0.0359954393512	0.127125583875	0.167343722918	-0.029524057632	0.154117463486	0.205639297084
uiuo.ark+=13960=t2f76r43d	6.27346622507	6.21714314087	6.19027549597	4.93472442005	4.91258308363	4.92209046838	4.28056122962	4.28183768094	4.34652036566	4.02494363026	4.04237818802	4.13058629841	6.31597232945	6.42906550654	6.49899237526	4.740635327	4.92207106091	5.00733951838	3.86058568321	4.07383510991	4.14188619774	3.51414768035	3.71896215852	3.79166353739	-0.0425061043817	-0.211922365664	-0.308716879289	0.194089093052	-0.00948797728077	-0.0852490500059	0.419975546417	0.208002571028	0.204634167917	0.510795949907	0.323416029504	0.338922761024
uc2.ark+=13960=t44q7r64r	5.78591763603	5.77642680544	5.84092629852	4.40406494389	4.42269503372	4.46921303668	3.76499301482	3.78734663048	3.81792275374	3.52176506469	3.53836111708	3.56926703994	5.71176844475	5.70302964692	5.74077028035	4.3749365849	4.36860256296	4.46399273059	3.73401397934	3.7444753492	3.87377851953	3.49440603045	3.51706327493	3.64882398191	0.074149191279	0.0733971585256	0.100156018172	0.029128358986	0.0540924707553	0.00522030608643	0.0309790354798	0.0428712812803	-0.0558557657835	0.0273590342384	0.021297842151	-0.079556941976
nyp.33433076084304	5.47120936435	5.45258815025	5.57083878008	4.21389324716	4.16741818631	4.33574542726	3.62949545335	3.55984456134	3.73390315472	3.35769069935	3.28893473617	3.46710039487	5.48417839998	5.5860233026	5.65844774353	4.2486363554	4.2671778573	4.32328837043	3.63721971445	3.58541451365	3.62303135675	3.36732161768	3.29750237174	3.32697470642	-0.0129690356329	-0.13343515235	-0.0876089634479	-0.0347431082447	-0.0997596709907	0.0124570568357	-0.00772426110045	-0.0255699523026	0.110871797966	-0.00963091833571	-0.00856763557071	0.140125688451
nyp.33433009499447	9.0660328911	nan	nan	6.92989217482	nan	nan	5.10946934301	nan	nan	4.45863863755	nan	nan	9.20527840666	9.00843332814	8.86780280135	7.09072521192	6.78720203062	6.65316919477	5.47525917057	5.25727986211	5.10346184867	4.67732227301	4.56415431109	4.42538899823	-0.139245515562	nan	nan	-0.160833037101	nan	nan	-0.36578982756	nan	nan	-0.218683635461	nan	nan
mdp.39015008482328	4.85312224191	4.95413913626	5.09515143097	3.22802885762	3.3740585926	3.57693864213	2.65179534558	2.80941348533	3.01165120552	2.46329807214	2.60942410765	2.80404328688	4.87256376319	4.83573631256	nan	3.25924419227	3.24474713065	nan	2.55288466314	2.52795686646	nan	2.31969502567	2.27997256366	nan	-0.0194415212831	0.1184028237	nan	-0.0312153346509	0.129311461952	nan	0.0989106824363	0.281456618866	nan	0.143603046474	0.329451543992	nan
mdp.39015013294858	5.09791602182	5.1276669598	5.24234613871	3.7084384231	3.74999308534	3.92302167348	3.09835656784	3.14233875765	3.32933828325	2.88768701791	2.91557178045	3.10084718036	5.00101037252	nan	nan	3.66364237338	nan	nan	3.035161452	nan	nan	2.80449909907	nan	nan	0.0969056492958	nan	nan	0.0447960497165	nan	nan	0.0631951158432	nan	nan	0.0831879188342	nan	nan
mdp.39015033517205	6.40939336716	6.43943046301	6.42479545912	4.25128584651	4.22480223508	4.16996827693	3.45114817849	3.42224413958	3.36117526504	3.20974230171	3.15482433205	3.07772466667	6.60543072768	6.71542228079	6.75138528647	4.42470943385	4.65747300354	4.73540893034	3.55937351809	3.73713636227	3.82263442791	3.24560577482	3.41026456517	3.4901429684	-0.196037360519	-0.275991817778	-0.326589827357	-0.17342358734	-0.432670768457	-0.565440653413	-0.108225339606	-0.314892222686	-0.461459162873	-0.0358634731092	-0.255440233118	-0.412418301733
mdp.39015078785808	5.30551916355	5.28813238852	5.28131730834	4.22806376345	4.15236859408	4.12836551014	3.63560833897	3.53309337424	3.52652866945	3.39559382827	3.26017919918	3.26651549301	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
inu.30000002192841	5.93388075085	5.97586657126	6.08763549092	4.09448979168	4.22789634865	4.40199190505	3.25105036985	3.4225493549	3.61977432736	2.9694969402	3.14441136886	3.33002873229	5.92229263917	nan	nan	4.02673911706	nan	nan	3.16023943996	nan	nan	2.82801130418	nan	nan	0.0115881116867	nan	nan	0.0677506746244	nan	nan	0.0908109298846	nan	nan	0.141485636014	nan	nan
