age	precocity	reviewstatus
	1.520045514674659	1
57.0	0.257739689954332	1
40.0	-0.4055511526742107	1
40.0	-0.08732268457213038	1
	-0.46936582962172996	1
	0.6020959776578705	1
40.0	2.583900622555468	1
40.0	1.3651352490196798	1
24.0	2.0609643467216334	1
58.0	-0.44171017997519657	1
	1.4875698056900841	1
41.0	0.8922550224546875	1
37.0	1.0336546288217785	1
	0.009480427102301467	1
35.0	-0.9639241596090996	1
36.0	1.3753677084752156	1
42.0	0.2789050680856732	1
	0.8348730176589186	1
52.0	-0.16361515642927613	1
34.0	1.1448723620487138	1
34.0	-0.7525815482903595	1
48.0	-0.23351134802728893	1
	0.4345717011652391	1
55.0	0.49872937096853903	1
42.0	1.0859404089855085	1
39.0	1.0265614028416847	1
	-0.837982433708192	1
47.0	1.3328150230242455	1
54.0	-0.9508769298319393	1
54.0	0.22455779056001518	1
	0.209670526858903	1
30.0	1.8009532282818101	1
54.0	0.27339326647936385	1
31.0	0.07920059044147922	1
	-0.23655244994193306	1
	0.8572418632982707	1
67.0	-0.7293559697206494	1
45.0	-0.11279444201464106	1
52.0	1.4075083481633563	1
	0.8276418711288334	1
44.0	-0.2683858223006591	1
	1.3712343118111059	1
41.0	0.46319413164257667	1
54.0	-0.7063644842430915	1
66.0	0.04052827150126577	1
40.0	2.330036460633461	1
35.0	2.0981875739012	1
46.0	1.3055110235558214	1
41.0	1.312639996694758	1
28.0	1.8197424176186767	1
38.0	-1.1110972156924406	1
34.0	-1.0395033389496273	1
36.0	1.091371269538432	1
33.0	0.7393652620704333	1
40.0	1.6249266786477277	1
	0.9586402755233965	1
29.0	-0.014511655051019702	1
	-0.49610847010687426	1
	1.4689260348626823	1
	0.08625358426807458	1
38.0	1.7529732583452795	1
36.0	1.0095752135963452	1
44.0	1.0862100158856502	1
51.0	0.4130094043977568	1
	1.1835821999068823	1
30.0	1.9200952408503589	1
33.0	1.827620470510882	1
44.0	0.251160158249155	1
50.0	0.9805142100472927	1
30.0	2.075780467130327	1
43.0	-0.6399958865090385	1
	-0.2286594772881796	1
50.0	0.5950364299549354	1
41.0	0.6004203462877624	1
32.0	1.53999459470419	1
	-0.4824978337845607	1
	1.7008705796601704	1
46.0	0.4283356844606303	1
43.0	0.5599177500027949	1
34.0	-0.06487641074283912	1
67.0	0.18920005417105681	1
51.0	-1.3099814187798269	1
	0.6348235247145497	1
	1.3640965538536507	1
43.0	1.3604573208065576	1
	-0.20113049881833758	1
40.0	0.9846268784530371	1
33.0	0.0690110850935472	1
34.0	-0.6235204936539105	1
	0.21823757391156556	1
44.0	-0.3197885597376319	1
	0.4843985529777995	1
41.0	1.1340331390478995	1
42.0	-0.40185689947090053	1
30.0	1.9907693978621217	1
	-1.0470277781427166	1
	0.3787838218912193	1
35.0	1.332824849264707	1
	0.12906244963158148	1
	-0.5053522375262434	1
28.0	0.6948398505254596	1
47.0	0.7953066315045713	1
35.0	-0.7685772926629085	1
23.0	1.886852027782749	1
	2.3507098390425094	1
	0.7597300450181331	1
	2.546107927951138	1
	-0.1728256939290038	1
	0.8484167976686324	1
26.0	1.8428856625631789	1
54.0	-0.4984892468667693	1
38.0	1.5496654290405434	1
	0.29420770045644185	1
	1.0017305893334079	1
79.0	-0.23491675265878165	1
	0.3763510708415773	1
44.0	1.1485961032937708	1
40.0	1.8705247919552013	1
	0.009714103906429062	1
47.0	-1.0496386269729132	1
36.0	0.847544633374975	1
42.0	0.8182937959645649	1
32.0	0.0440238164223004	1
57.0	-0.2161235717102594	1
44.0	0.010301615136964905	1
	0.5920619214641862	1
	-0.14814044745165628	1
	0.11755553131076343	1
34.0	1.9226539538788414	1
	-0.8880025338689315	1
55.0	0.3996619717117432	1
35.0	1.440889833992913	1
	-0.7703653963547584	1
	0.5962914567700348	1
34.0	2.084152115564492	1
36.0	1.5123011537132234	1
62.0	0.2541865259357753	1
37.0	1.5524041965055546	1
52.0	-0.36527655189437486	1
48.0	0.5851641910681797	1
31.0	1.6864290984220707	1
	2.7576637102017334	1
55.0	0.34543929665922407	1
30.0	0.4641197414070693	1
46.0	-0.976780732143426	1
27.0	-0.9127487462641798	1
28.0	0.420476759514813	1
57.0	0.11070670472053022	1
	0.708267563802503	1
42.0	0.3536732768323576	1
	2.0088860254367837	1
40.0	0.47447819168915445	1
36.0	-0.21922782003375352	1
42.0	1.2744439917230554	1
44.0	-0.18396421975023725	1
57.0	0.10981298899187426	1
	-0.4094696063360939	1
35.0	1.1980807109348806	1
40.0	0.5871391153197637	1
	0.003915468927831177	1
49.0	0.49456891647205253	1
	0.7660245233826322	1
42.0	1.0518629905580468	1
36.0	0.9626425922933887	1
35.0	1.222302767025824	1
38.0	0.839659261077419	1
59.0	-0.47443681371729873	1
32.0	1.5211898659987337	1
	0.4005260041150639	1
37.0	2.6464300944842147	1
	0.4161388021676089	1
46.0	1.6478104444099597	1
	-0.9123892004501076	1
30.0	0.10577742452172859	1
65.0	0.13386665293998215	1
	0.8016893810837944	1
	1.8922148018937042	1
	-0.1988350341358264	1
40.0	0.6375290699463465	1
	0.10955636087359147	1
52.0	0.36957998872633546	1
31.0	-0.22786118543501574	1
38.0	0.673005644916312	1
27.0	-0.7152948096842197	1
	1.0450875160051765	1
	0.813754906583441	1
	-0.42252872502469263	1
	0.6067774223328778	1
	0.5001952826903638	1
	-0.9408880048979972	1
	0.5300885485503221	1
55.0	0.131317723995356	1
37.0	0.6501263022256321	1
	-1.1675541549489892	1
56.0	-0.17085519274693356	1
55.0	-0.01819641724565549	1
35.0	0.9013349150715598	1
	0.8231368617726175	1
45.0	-0.5334261452340865	1
32.0	0.030773590095786594	1
34.0	0.730827178009154	1
34.0	0.8142746159745358	1
39.0	-0.1901316003389077	1
52.0	0.24783096568564197	1
39.0	0.45820389288680496	1
43.0	0.9232391442010125	1
30.0	0.6202363866565325	1
	1.0415632967032107	1
35.0	1.4657654664142878	1
28.0	1.5337135100075454	1
54.0	-0.00022451016748870084	1
	-0.9240719461686191	1
35.0	0.8697543746286461	1
56.0	0.8987395880609208	1
61.0	0.21294132939836163	1
39.0	-0.5565630248296618	1
27.0	1.683404347209329	1
32.0	0.8110687693021109	1
35.0	0.960045073812769	1
73.0	-0.645756090750533	1
