docid	novelty_1.0_10	novelty_1.0_25	novelty_1.0_40	novelty_0.9_10	novelty_0.9_25	novelty_0.9_40	novelty_0.05_10	novelty_0.05_25	novelty_0.05_40	transience_1.0_10	transience_1.0_25	transience_1.0_40	transience_0.9_10	transience_0.9_25	transience_0.9_40	transience_0.05_10	transience_0.05_25	transience_0.05_40	resonance_1.0_10	resonance_1.0_25	resonance_1.0_40	resonance_0.9_10	resonance_0.9_25	resonance_0.9_40	resonance_0.05_10	resonance_0.05_25	resonance_0.05_40
uc1.$b244599	5.36728896905	5.59989544041	5.78818652365	5.13018552061	5.37959335828	5.57850437752	2.83511770534	3.17021302024	3.45148889774	5.31206069949	5.23432460502	5.25411052093	5.06788263413	4.99386871615	5.01879439037	2.73398486009	2.75542057317	2.82419697505	0.0552282695548	0.365570835385	0.534076002716	0.0623028864804	0.385724642134	0.559709987147	0.101132845251	0.414792447073	0.627291922686
uc2.ark+=13960=t6k071j4w	5.57733737851	5.60687882487	5.67464175386	5.37279234075	5.40506201712	5.47615277258	3.68380088504	3.74798404107	3.82810095982	5.68691093675	5.74495274704	5.91953372638	5.48683270989	5.55138710736	5.73033284624	3.89394255586	3.90392236266	3.97203488586	-0.109573558237	-0.138073922164	-0.244891972515	-0.114040369144	-0.146325090239	-0.254180073661	-0.210141670823	-0.155938321593	-0.143933926039
uiuo.ark+=13960=t8sb41f1t	5.19795349612	5.29139998258	5.43233171494	5.01839124066	5.11603736466	5.26143942645	3.66952671952	3.75289870216	3.88110569648	5.1523060917	5.27874642734	5.36235433074	4.96453071914	5.09358413172	5.1841556887	3.60575384612	3.64277075103	3.77587839975	0.0456474044194	0.012653555239	0.0699773841938	0.0538605215278	0.0224532329402	0.0772837377482	0.0637728733968	0.110127951126	0.105227296731
uiuo.ark+=13960=t2h71129f	4.59965192404	4.80306730356	4.99263405104	4.3882256516	4.60054899832	4.79745618782	2.91034119782	3.08424848836	3.29133753779	4.55345435401	4.61272314159	4.83102673104	4.34709771482	4.40476316808	4.6359261164	2.94899586127	2.98927909572	3.17181247213	0.0461975700341	0.190344161975	0.161607319995	0.041127936785	0.195785830246	0.161530071419	-0.0386546634546	0.0949693926412	0.119525065658
uc2.ark+=13960=t2f766f68	5.30188945707	5.461201237	5.67868952896	5.07009146085	5.23580923669	5.47081857977	3.39602325298	3.59428055157	3.80045422996	5.23719814249	5.33651266254	5.42419973044	5.01641268509	5.12293399365	5.21726087141	3.27696198955	3.42094995979	3.47796002553	0.064691314582	0.124688574457	0.254489798518	0.0536787757614	0.11287524304	0.253557708362	0.119061263437	0.173330591787	0.322494204426
mdp.39015053239193	5.30225499341	5.30069151097	5.40304368759	5.13684794339	5.13665783764	5.24258106825	3.3876911364	3.42436799112	3.59425027244	5.27565869865	nan	nan	5.11141484473	nan	nan	3.40344586285	nan	nan	0.0265962947598	nan	nan	0.0254330986553	nan	nan	-0.0157547264534	nan	nan
uc1.$b63915	4.96969200902	5.06657098559	5.17182288242	4.80934913504	4.91069090114	5.0134250664	3.3824827741	3.59379386268	3.75525212279	4.89838393881	4.87282089228	4.90826691821	4.74141918797	4.71455652875	4.75115801798	3.33182742022	3.32895976097	3.35603557809	0.0713080702031	0.193750093305	0.263555964213	0.067929947073	0.196134372383	0.262267048417	0.0506553538858	0.264834101716	0.399216544709
uc2.ark+=13960=t1wd40c4n	6.45920905079	6.32620763181	6.28330238488	6.27338725263	6.13308404293	6.09097211376	3.53142232366	3.35903200046	3.30745986864	6.62423432339	6.73016640507	6.87879168871	6.44911044709	6.55369569198	6.70324497717	3.88416153556	3.87557039149	4.05276536395	-0.165025272601	-0.40395877326	-0.595489303831	-0.175723194463	-0.420611649048	-0.612272863405	-0.352739211899	-0.516538391027	-0.745305495312
uc1.$b104514	5.05208448746	5.31078890215	5.51330883703	4.83592620187	5.10875117373	5.32049966328	2.99396373964	3.28131734689	3.56346025404	4.9017512617	4.85743757571	4.85545697015	4.67480163366	4.63970930442	4.64064646106	2.84083875596	2.83513841484	2.87889394189	0.150333225756	0.453351326442	0.657851866882	0.161124568203	0.469041869305	0.679853202222	0.153124983675	0.446178932053	0.684566312153
nc01.ark+=13960=t50g4wj3w	5.40172408782	5.42382606602	5.4832204004	5.22013756315	5.25241051171	5.31687770328	3.54499690362	3.62860137247	3.74789524708	5.36518730979	5.45069440008	5.53824031568	5.18547016584	5.28440619035	5.3782563788	3.58584803206	3.72587874295	3.79863605026	0.0365367780294	-0.0268683340674	-0.0550199152783	0.0346673973041	-0.0319956786411	-0.0613786755177	-0.04085112844	-0.0972773704759	-0.0507408031758
mdp.39015024470927	4.83275629513	4.81950006048	4.87290517346	4.67293303327	4.65412165269	4.70267212231	3.22310622425	3.27264352069	3.35488512345	4.87464053735	4.93447058687	5.00638509189	4.71510618162	4.77460328972	4.85116160626	3.28669034891	3.31283287074	3.39521637525	-0.0418842422173	-0.114970526385	-0.133479918429	-0.042173148351	-0.120481637032	-0.148489483954	-0.0635841246602	-0.0401893500424	-0.0403312518032
uva.x000241895	5.09251531946	5.15844571632	5.25179482266	4.91572392688	4.98257291423	5.0816132308	3.56594662052	3.624925069	3.75391662564	4.9674891324	5.05966175282	5.15995254695	4.79550412797	4.88901861112	4.99119064475	3.40400520539	3.38772330334	3.45145061999	0.125026187057	0.0987839634997	0.0918422757039	0.120219798912	0.0935543031139	0.0904225860487	0.161941415127	0.237201765659	0.302466005652
mdp.39015080834446	4.75771198462	4.87919422088	5.02672502233	4.56067777556	4.68484387303	4.83358657465	2.91812009921	3.01854589113	3.18235624163	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
nyp.33433082530787	5.53869696443	5.50337683604	5.56570950745	5.28697894405	5.24946480887	5.31414724638	3.18440864135	3.20841449974	3.30872514589	5.75014352954	5.7837557269	5.90453134255	5.52489649526	5.56001237969	5.68360692464	3.33741540809	3.40692101807	3.53810927063	-0.211446565108	-0.280378890859	-0.338821835096	-0.237917551212	-0.310547570816	-0.369459678257	-0.153006766744	-0.198506518332	-0.229384124745
uc2.ark+=13960=t9z030x9j	6.05911416623	6.24889272761	6.40464187671	5.87098208532	6.06744247973	6.23300727648	3.94319178749	4.27936404737	4.54541101523	5.90325923184	5.86200239363	5.892140663	5.70988330409	5.6708107156	5.70259875921	3.53460589773	3.49637040571	3.55519089635	0.155854934393	0.386890333983	0.512501213707	0.161098781229	0.396631764121	0.530408517274	0.408585889765	0.782993641664	0.990220118882
uc2.ark+=13960=t1mg7hg13	5.34695110268	5.46708062025	5.62813033094	5.1527913175	5.28610677709	5.45554289483	3.46071879001	3.67519559501	3.91328703557	5.25716361386	5.32916114097	5.37893370454	5.07671982258	5.15760753119	5.2147028809	3.48840676812	3.55403544705	3.58296153582	0.0897874888271	0.13791947928	0.249196626405	0.0760714949175	0.128499245902	0.240840013931	-0.0276879781081	0.121160147964	0.330325499742
uc1.32106009986867	4.68533443553	4.79115721302	4.88999689952	4.50110532148	4.6070895435	4.70842140614	2.68468921209	2.80835272134	2.93451501537	4.71398339105	nan	nan	4.54046107488	nan	nan	2.82479549617	nan	nan	-0.0286489555167	nan	nan	-0.0393557533915	nan	nan	-0.140106284071	nan	nan
mdp.39015082655583	4.04309446276	4.16086751021	4.36701585072	3.76973103098	3.88968770072	4.10056576084	1.9957572054	2.02926107641	2.13575893701	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
