docid	novelty_1.0_10	novelty_1.0_25	novelty_1.0_40	novelty_0.9_10	novelty_0.9_25	novelty_0.9_40	novelty_0.05_10	novelty_0.05_25	novelty_0.05_40	transience_1.0_10	transience_1.0_25	transience_1.0_40	transience_0.9_10	transience_0.9_25	transience_0.9_40	transience_0.05_10	transience_0.05_25	transience_0.05_40	resonance_1.0_10	resonance_1.0_25	resonance_1.0_40	resonance_0.9_10	resonance_0.9_25	resonance_0.9_40	resonance_0.05_10	resonance_0.05_25	resonance_0.05_40
mdp.39015073389861	5.31109965285	5.38221464941	5.42876290495	5.13418772343	5.20796698332	5.25912826061	3.63180758937	3.68042262066	3.71105392194	5.34355769062	5.34391042979	5.38727107749	5.16441530611	5.16943606857	5.21626119657	3.70247579273	3.70028884926	3.68789677399	-0.0324580377746	0.038304219619	0.041491827458	-0.0302275826834	0.0385309147497	0.042867064037	-0.0706682033615	-0.019866228598	0.0231571479474
mdp.39015059433006	5.62349933799	5.67635086503	5.7944483506	5.47327604134	5.52410179461	5.64480878038	3.93907441256	3.98959557954	4.12673617598	5.53019956494	5.51702175713	5.55595482869	5.37784125449	5.36205249164	5.40508456365	3.73347297973	3.77844017553	3.88563661777	0.093299773048	0.159329107898	0.238493521909	0.0954347868482	0.162049302971	0.239724216732	0.205601432829	0.211155404009	0.241099558213
mdp.39015027743569	9.1541165537	9.04781937702	9.09957002227	8.86810586771	8.74208181453	8.79937292094	3.84751240329	3.61049156118	3.6190916642	9.39267122248	9.46333415567	9.64586685175	9.11607618503	9.19647797827	9.40051676048	4.02540891291	4.10569151028	4.41733773363	-0.238554668774	-0.415514778648	-0.546296829474	-0.247970317321	-0.454396163744	-0.60114383954	-0.177896509617	-0.495199949104	-0.798246069433
mdp.39015062537413	4.89634594433	4.87903273976	4.93717005766	4.72308589411	4.70255557445	4.75869435281	3.26900010651	3.22744343443	3.25954236096	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
uva.x030749111	5.07558220702	5.11158876722	5.14716648902	4.90653398302	4.9398109481	4.97409981454	3.25391335742	3.26683567498	3.30191454515	5.14308750237	5.17262423543	5.28526670403	4.972091713	5.00277748801	5.12346891677	3.32764127148	3.37199697842	3.49477092524	-0.0675052953523	-0.0610354682126	-0.138100215006	-0.0655577299771	-0.0629665399115	-0.149369102233	-0.0737279140577	-0.105161303441	-0.192856380085
mdp.39015030702271	7.30616820755	7.47755937394	7.54835082875	7.09104050086	7.26585255129	7.34247147045	4.05043262144	4.22185433962	4.22881504356	7.34166317154	7.31570713675	7.30739535225	7.12225752943	7.10202473789	7.09232546834	4.25781155206	4.25017588654	4.28045051556	-0.0354949639969	0.161852237193	0.240955476507	-0.0312170285717	0.163827813405	0.250146002109	-0.207378930618	-0.0283215469111	-0.051635472004
nyp.33433074854708	5.19995376274	5.17718084575	5.35760708164	4.96684115722	4.9415955046	5.13419939757	3.20427982442	3.12313786239	3.27772729162	5.32716257719	5.48215911023	5.68852211463	5.10811319766	5.27059015143	5.48713785356	3.42349123489	3.51735905757	3.7105235653	-0.12720881445	-0.304978264476	-0.330915032988	-0.141272040437	-0.328994646828	-0.352938455989	-0.219211410468	-0.394221195186	-0.43279627368
mdp.39015033323216	4.91917129049	5.01035186752	5.10805119493	4.7393265683	4.83045225349	4.92864314286	3.24919658108	3.31554643862	3.42681639015	4.94263397564	nan	nan	4.76636487904	nan	nan	3.31095461869	nan	nan	-0.023462685155	nan	nan	-0.0270383107397	nan	nan	-0.0617580376136	nan	nan
uiuo.ark+=13960=t8z89tt9w	8.87759596921	8.92064766277	8.86646772226	8.67238107859	8.72342964936	8.66446917951	3.78820255129	4.0130834133	4.02902444239	8.90298879505	8.84552886319	8.88380724616	8.70390920299	8.64281843919	8.68722749656	4.22717419864	4.05843286928	4.17934984841	-0.0253928258377	0.0751187995844	-0.0173395238994	-0.0315281244013	0.0806112101774	-0.0227583170447	-0.438971647349	-0.045349455982	-0.150325406027
mdp.39015003681122	4.77121879854	4.85405054787	4.94375656114	4.58252375657	4.67694040558	4.77047481406	2.98473064692	3.0249508583	3.1498976886	4.72830687231	4.79840867952	nan	4.54990961024	4.61686453687	nan	2.93034210729	2.99339864261	nan	0.0429119262265	0.0556418683464	nan	0.0326141463342	0.0600758687018	nan	0.0543885396339	0.0315522156898	nan
