docid	allcopiesofwork	author	bestseller	contrast4reviewed	copiesin25yrs	earlyedition	firstpub	gender	heath	imprint	inferreddate	lastname	latestcomp	mostdiscussed	nationality	norton	nortonshort	preregistered	recordid	reviewed	title	inferrednation
uc1.32106010927223	2.0	Tan, Amy	False	False	2.0	True			False	New York|Putnam|c1989.	1989	Tan	1989	False		True	False	False	1541408.0	False	The Joy Luck Club	us
uc2.ark+=13960=t9m32tr6b		Sudermann, Hermann	False	True			1890.0	m	False	London;J. Lane;New York;J. Lane company;1907.	1907	Sudermann	1890	False	german	False	False	False	6095822.0	False	Regina;	german
mdp.39015046353481	2.0	Tan, Amy	True	False	2.0	True			False	New York|Putnam|c1991.	1991	Tan	1991	False		False	False	False	2466651.0	False	The kitchen god's wife	us
mdp.39015063550324	4.0	Harrison, Henry Sydnor,	True	False	4.0	True	1913.0		False	Boston;New York;Houghton Mifflin company;1913.	1913	Harrison	1913	False		False	False	False	449486.0	False	V. V.'s eyes	us
mdp.39015046349141	1.0	Faulkner, William	False	False	1.0	True			False	London|Chatto and Windus|1931.	1931	Faulkner	1931	True		False	False	False	388888.0	False	The sound and the fury	us
uiug.30112042024395	3.0	Dell, Ethel M.	True	False	3.0	True	1916.0		False	New York;A. L. Burt company;c1916	1916	Dell	1916	False		False	False	False	285087.0	False	The bars of iron	guess: non-us
uc1.$b312400	1.0	Ritchie, Alice	False	False	1.0	True	1930.0	f	False	London|L. and Virginia Woolf at the Hogarth Press|1930.	1930	Ritchie	1930	False	uk	False	False	False	6541400.0	True	Occupied Territory	uk
mdp.39015038582691	1.0	Cornwell, Patricia Daniels	True	False	1.0	True			False	New York|G.P. Putnam's Sons|c1996.	1996	Cornwell	1996	False		False	False	False	3137781.0	False	Hornet's nest	us
njp.32101068971058		Kavanagh, Julia	False	True			1860.0	f	False	London;New York;G. Routledge;1857?	1860	Kavanagh	1860	False	ir	False	False	False	9014927.0	False	Seven years, and other tales	ir
uc1.32106006283888	2.0	Susann, Jacqueline	True	False	2.0	True			False	New York|B. Geis Associates|1966	1966	Susann	1966	False		False	False	False	7120648.0	False	Valley of the dolls, a novel	guess: us
mdp.39015059959802	1.0	Morrison, Toni	False	False	1.0	True			False	New York|Knopf|Distributed by Random House|c2003.	2003	Morrison	2003	True		False	False	False	4344849.0	False	Love	us
umn.31951002457287u	5.0	Harte, Bret	False	False	3.0	True	1883.0	m	False	London;Longmans, Green, and Co.;1883.	1883	Harte	1883	False	us	False	False	False	6502891.0	True	In the Carquinez woods	us
mdp.39015028550013	1.0	 Wodehouse, P. G	False	True	1.0	True	1926.0	m	False	Leipzig|B. Tauchnitz|1926.	1926	Wodehouse	1926	False	uk	False	False	False	1776191.0	False	Sam the sudden, | $c: by P.G. Wodehouse ...	uk
uc1.b249560	4.0	Broughton, Rhoda	False	False	4.0	True	1880.0	f	False	London;R. Bentley;1880.	1880	Broughton	1880	False	uk	False	False	False	6502100.0	True	Second thoughts	uk
mdp.39015024079090	1.0	MacInnes, Helen	True	False	1.0	True			False	New York|Harcourt, Brace & World|1966	1966	MacInnes	1966	False		False	False	False	1113179.0	False	The double image	uk
uc2.ark+=13960=t7cr5nx6g	1.0	Smith, Arthur Cosslett	False	True	1.0	True	1903.0	m	False	New York;Scribner;1903.	1903	Smith	1903	False	us	False	False	False	7649575.0	False	The turquoise cup	us
mdp.49015000988411	1.0	Howard, Robert E	False	True	1.0	False	1935.0	m	False	New York?|Prestige Books : distributed by Ace Books|c1967.	1935	Howard	1935	False	us	False	False	False	4481540.0	False	Conan the conqueror	us
uc2.ark+=13960=t8rb6wq8k	3.0	Chambers, Robert W	False	False	3.0	True	1905.0	m	False	New York;Grosset & Dunlap;c1905	1905	Chambers	1905	False	us	False	False	False	7655624.0	True	The reckoning	us
uiuo.ark+=13960=t3jw8nr85		Allen, Grant	False	False			1893.0	m	False	London;Chatto & Windus, Piccadilly;1893;(Guildford;Billing and Sons, printers)	1893	Allen	1893	False	ca	False	False	False	8723056.0	True	The scallywag	ca
mdp.39015053232107	1.0	West, Morris L	True	False	1.0	True			False	New York|Morrow|1961.	1961	West	1961	False		False	False	False	1188176.0	False	Daughter of silence	Australian
nnc1.cu53417658	1.0	Erckmann, Emile	False	True	1.0	True	1863.0	m	False	New York;A.L. Burt;1903	1903	Erckmann	1863	False	french	False	False	False	8427458.0	False	Madame Thérèse	french
nyp.33433074943634	36.0	Austen, Jane	False	False	1.0	False	1813.0	f	False	London;R. Bentley;1853.	1853	Austen	1813	False	uk	False	False	True	8663885.0	False	Pride and Prejudice	uk
mdp.39015062324325	1.0	Doyle, Arthur Conan,	True	False	1.0	True	1902.0	m	False	New York;Grosset & Dunlap;1921?	1921	Doyle	1902	False	uk	False	False	False	208078.0	False	The hound of the Baskervilles	uk
uc2.ark+=13960=t39z9256f	1.0	Travers, John	False	True	1.0	True	1922.0	m	False	London;Hodder and Stoughton;1922?	1922	Travers	1922	False		False	False	False	7675034.0	False	The Mortimers	guess: non-us
mdp.39015003840595		Costain, Thomas B. (Thomas Bertram)	False	True			1946.0	m	False	Garden City, N.Y.|Doubleday, Doran & co., inc.|1946.	1946	Costain	1946	False	ca	False	False	False	669176.0	False	The black rose.	ca
uva.x000319019	18.0	James, Henry	False	False	9.0	True			False	New York;C. Scribner's sons;1904.	1904	James	1904	True		False	False	False	7663220.0	False	The golden bowl	us
uc2.ark+=13960=t01z4424r		Zack	False	False			1901.0	f	False	New York;Scribner;1901.	1901	Zack	1901	False	uk	False	False	False	7677714.0	True	The white cottage	uk
mdp.39015000540586	4.0	Parrish, Anne	True	False	4.0	True			False	New York|London|Harper and brothers|1928.	1928	Parrish	1928	False		False	False	False	450750.0	False	All kneeling	us
mdp.39015031311684	1.0	Macleod, Fiona	False	False	1.0	True	1895.0	m	False	Boston;Roberts bros.; [etc., etc.;1895.	1895	Macleod	1895	False	uk	False	False	False	1378158.0	True	The mountain lovers	uk
uc1.b3326437		Steel, Flora Annie Webster	False	True			1893.0	f	False	London;W. Heinemann;1900.	1900	Steel	1893	False	uk	False	False	False	7922940.0	False	Miss Stuart's legacy	uk
uc1.b3327580	1.0	Pike, Mary Hayden Green	False	True	1.0	True	1854.0	f	False	Boston;Phillips, Sampson;New York;J. C. Derby;1855.	1855	Pike	1854	False	us	False	False	False	7923325.0	False	Ida May;	us
uc2.ark+=13960=t5j961j3j	6.0	Churchill, Winston, Sir	True	False	6.0	True			False	New York;The Macmillan Company;1913.	1913	Churchill	1913	False		False	False	False	663349.0	False	The inside of the cup	uk
uiuo.ark+=13960=t6xw4qm1j	2.0	Cole, Alfred Whaley	False	True	2.0	True	1852.0	m	False	London;T.C. Newby;1853.	1853	Cole	1852	False	uk	False	False	False	8720437.0	False	Hope	uk
mdp.39015028547191	3.0	Struther, Jan	True	False	3.0	True			False	New York|Harcourt, Brace and company|c1940	1940	Struther	1940	False		False	False	False	631779.0	False	Mrs. Miniver	guess: us
miun.abr7583,0001,001	3.0	Fauset, Jessie Redmon	False	False	1.0	True			False	New York|Boni and Liveright|1924.	1924	Fauset	1924	False		True	False	False		False	There is confusion	us
njp.32101045671649		Dickens, Charles,	True	False			1870.0	m	False	London;Chapman and Hall;Philadelphia;Lippincott;1876.	1876	Dickens	1870	False	uk	False	False	False	9793535.0	False	The mystery of Edwin Drood	uk
uiuo.ark+=13960=t4rj5462f	3.0	Yates, Edmund Hodgson	False	False	3.0	True	1871.0	m	False	London;Chapman and Hall;1871.	1871	Yates	1871	False	uk	False	False	False	8719394.0	True	Dr. Wainwright's patient	uk
nyp.33433076081649	3.0	Sherwood, Margaret Pollock,	True	False	3.0	True	1916.0		False	Boston;Little, Brown, and Company;1916.	1916	Sherwood	1916	False		False	False	False	8661586.0	False	The worn doorstep	guess: us
uc2.ark+=13960=t0ms3kw42		Thruston, Lucy Meacham (Kidd)	False	True			1901.0	f	False	Boston;Little, Brown, and Company;1901.	1901	Thruston	1901	False	us	False	False	False	7673572.0	False	Mistress Brent;	us
nyp.33433074896105	1.0	McLain, Mary Webster	False	True	1.0	True	1871.0		False	New York;Dodd, Mead & Co.;c1871	1871	McLain	1871	False		False	False	False	8669399.0	False	Daisy Ward's work	guess: us
uc1.$b243329	3.0	Johnson, Josephine	False	False	3.0	True	1934.0	f	False	New York|Simon and Schuster|1934.	1934	Johnson	1934	False	us	False	False	False	483559.0	True	Now in November	us
nyp.33433000665822	2.0	St. John, James Augustus	False	False	2.0	True	1853.0	m	False	London;Longman, Brown, Green, & Longmans;1853.	1853	St	1853	False	uk	False	False	False	8588672.0	True	There and back again in search of beauty	uk
mdp.39015056245577	2.0	Auel, Jean M	True	False	2.0	True			False	New York|Crown Publishers|c1990.	1990	Auel	1990	False		False	False	False	3831374.0	False	The plains of passage	us
uiuo.ark+=13960=t0tq6857p	3.0	Dalrymple, J. Elphinstone	False	False	3.0	True	1851.0	f	False	London;Colburn;1851.	1851	Dalrymple	1851	False	uk	False	False	False	8721272.0	True	The Livingstones	uk
uc1.b4103059		Stratton-Porter, Gene	True	True			1912.0	f	False	Garden City, N.Y.|Doubleday, Page & company|1911	1912	Stratton-Porter	1911	False	us	False	False	False	6155334.0	False	The harvester	us
uc1.b3327058	4.0	Murray, Hamilton	False	True	4.0	True	1851.0	f	False	London;Colburn;1851.	1851	Murray	1851	False	uk	False	False	False	7923004.0	False	Falkenburg	uk
uc2.ark+=13960=t16m33f86	2.0	Jay, W. M. L	False	False	2.0	True	1874.0	f	False	New York;E.P. Dutton;1874.	1874	Jay	1874	False	uk	False	False	False	7661708.0	True	Holden with the cords	uk
uc1.$b809207	4.0	Harris, Miriam Coles	False	False	3.0	True	1871.0	f	False	New York;C. Scribner;1871	1871	Harris	1871	False	us	False	False	False	7939028.0	True	Richard Vandermarck	us
hvd.hwpwnl		Pollok, Robert,	True	False			1827.0		False		1828	Pollok	1827	False		False	False	False		False	The course of time	guess: non-us
mdp.39015005186146	1.0	Stowe, Harriet Beecher	False	False	1.0	True			False	Boston;s.n.;1910, c1884-1901.	1884	Stowe	1856	True		False	False	False	6131497.0	False	Dred	us
mdp.39015046452556	4.0	Dinesen, Isak	True	False	2.0	True			False	New York|Harrison Smith and Robert Haas|1934.	1934	Dinesen	1934	False		False	False	False	1200345.0	False	Seven Gothic tales	guess: us
mdp.39015000599400	3.0	Puzo, Mario	True	False	1.0	True			False	New York|Putnam|1969	1969	Puzo	1969	False		False	False	False	1030011.0	False	The godfather. -	us
uiuo.ark+=13960=t3rv0v43n		Allen, Grant	False	False			1893.0	m	False	London;Chatto & Windus, Piccadilly;1893;(Guildford;Billing and Sons, printers)	1893	Allen	1893	False	ca	False	False	False	8723056.0	True	The scallywag	ca
uc2.ark+=13960=t6d21t54b		Stephens, Robert Neilson	False	True			1897.0	m	False	Boston;L.C. Page and company;c1897	1897	Stephens	1897	False	us	False	False	False	7683190.0	False	An enemy to the king;	us
uc1.32106002182373	3.0	Oates, Joyce Carol	False	False	3.0	True			True	Greenwich, Conn.|Fawcett Publications|1974	1974	Oates	1974	False		False	False	False	7112592.0	False	Where are you going, where have you been? Stories of young America	us
nyp.33433075743207	9.0	Scott, Walter,	True	False	2.0	True	1820.0	m	False	Philadelphia;T. Desilver;1823.	1823	Scott	1820	False	uk	False	False	False	8670191.0	False	Ivanhoe;	uk
nyp.33433076053705		Saltus, Edgar	False	True			1889.0	m	False	London [etc.;G. Routledge and Sons;1889.	1889	Saltus	1889	False	us	False	False	False	8662188.0	False	The truth about Tristrem Varick;	us
uiuo.ark+=13960=t5h99sh0k	4.0	Walford, Lucy Bethia	False	False	4.0	True	1880.0	f	False	Edinburgh;London;William Blackwood and Sons;1880.	1880	Walford	1880	False	uk	False	False	False	8723906.0	True	Troublesome daughters	uk
mdp.39015063953148	3.0	Von Arnim, Elizabeth,	True	False	3.0	True	1919.0		False	Garden City, New York;Doubleday, Page & company;1919.	1919	Von	1919	False		False	False	False	207180.0	False	Christopher and Columbus	uk
njp.32101067707131	9.0	Black, William	False	False	9.0	True	1876.0	m	False	London;Macmillan and co.;1876.	1876	Black	1876	False	uk	False	False	False	280979.0	True	Madcap Violet	uk
inu.30000026022446	1.0	Allen, Woody	True	False	1.0	True			False	New York|Ballantine|1981, c1980.	1981	Allen	1980	False		False	False	False	4581318.0	False	Side effects	guess: us
osu.32435022102032	1.0	Nin, Anais	False	False	1.0	True	1945.0	f	False	New York|Gemor Press|1945-	1945	Nin	1945	False	cu	False	False	False	5062908.0	True	This Hunger	cu
mdp.39015054089407	1.0	Crichton, Michael	True	False	1.0	True			False	New York|Knopf|1975.	1975	Crichton	1975	False		False	False	False	41754.0	False	The great train robbery	us
mdp.39015019181323	2.0	Davenport, Marcia	True	False	2.0	True			False	New York|Scribner|1960	1960	Davenport	1960	False		False	False	False	439229.0	False	The constant image	guess: us
uc2.ark+=13960=t1jh3mj5c		Corelli, Marie,	True	False			1900.0		False		1900	Corelli	1900	False		False	False	False	7686968.0	False	The master-Christian	uk
uiuo.ark+=13960=t8z89r760		Kingsley, Charles,	True	False			1854.0	m	False		1855	Kingsley	1854	False	uk	False	False	False	8724225.0	False	Westward ho!	uk
uc2.ark+=13960=t0tq5tt8x	1.0	Fleming, Geraldine	False	True	1.0	True	1907.0	m	False	New York;Street & Smith;c1907].	1907	Fleming	1907	False	us	False	False	False	6502307.0	False	Her priceless love	us
mdp.39015048732443	3.0	De la Roche, Mazo	True	False	3.0	True			False	Boston|Little, Brown, and company|1945.	1945	De	1945	False		False	False	False	485498.0	False	The master of Jalna	ca
nyp.33433076056922	2.0	Phelps, Elizabeth Stuart,	True	False	2.0	True	1895.0		False	Boston;New York;Houghton, Mifflin and company;1897.	1897	Phelps	1895	False		False	False	False	8660396.0	False	A singular life	us
uc1.b3481744	3.0	Drury, Allen	True	False	3.0	True			False	Garden City, N.Y.|Doubleday|1962.	1962	Drury	1962	False		False	False	False	1375534.0	False	A shade of difference; a novel	us
mdp.39015056848560	1.0	Levin, Ira	True	False	1.0	False			False	New York|New American Library|2003, c1967.	2003	Levin	1967	False		False	False	False	4338454.0	False	Rosemary's baby	us
uiuo.ark+=13960=t3708qw62		Yonge, Charlotte M.	True	True			1853.0	f	False		1853	Yonge	1853	False	uk	False	False	False	8720200.0	False	The heir of Redclyffe	uk
miun.aat2524,0001,001		Larsen, Nella	False	False			1929.0	f	True		1929	Larsen	1929	False	us	False	False	False		True	Passing	us
uc1.b3578725	27.0	Hardy, Thomas	False	False	11.0	True	1892.0	m	False	London;James R. Osgood, McIlvaine;1892.	1892	Hardy	1892	False	uk	False	False	False	6678156.0	True	Tess of the D'Urbervilles	uk
mdp.39015005616654	4.0	Brown, Oliver Madox-	False	True	4.0	True	1876.0	m	False	London;Tinsley brothers;1876.	1876	Brown	1876	False	uk	False	False	False	281792.0	False	The Dwale bluth	uk
njp.32101068971918	13.0	Kingsley, Henry	False	False	1.0	True	1862.0	m	False	London;Macmillan and Co.;1864.	1864	Kingsley	1862	False	uk	False	False	False	8975855.0	True	Ravenshoe	uk
mdp.39015012856327		Welty, Eudora	False	False			1943.0	f	False	New York|Harcourt, Brace and company|1943	1943	Welty	1943	False	us	False	False	False	1775936.0	True	The Wide Net and Other Stories	us
uiuo.ark+=13960=t23b6qj6r	14.0	Borrow, George Henry	False	False	3.0	True	1851.0	m	False	London;J. Murray;1851.	1851	Borrow	1851	False	uk	False	False	False	326943.0	True	Lavengro;	uk
mdp.39015030198637		Watanna, Onoto	False	True			1904.0	f	False	New York;London;The Macmillan company;1904.	1904	Watanna	1904	False	ca	False	False	False	283738.0	False	Daughters of Nijo	ca
uiuo.ark+=13960=t7vm4tf4w	3.0	Oliphant, Margaret	False	False	3.0	True	1873.0	f	False	London;Hurst and Blackett;1873.	1873	Oliphant	1873	False	uk	False	False	False	8721494.0	True	May	uk
mdp.39015009132385	4.0	Jackson, Helen Hunt	False	False	1.0	True	1884.0	f	False	Boston;Roberts Brothers;1889.	1889	Jackson	1884	False	us	False	False	False	7663178.0	True	Ramona	us
osu.32435067907261	1.0	Rollins, Kathleen	False	True	1.0	True	1935.0	f	False	New York|An Arcadia House Publication|c1935.	1935	Rollins	1935	False	us	False	False	False	100825656.0	False	Enchanted interlude / | $c: by Kathleen Rollins.	us
mdp.39015005913168		Barclay, Florence L.	True	False			1910.0	f	False	New York;Grosset & Dunlap;c1910	1910	Barclay	1910	False	uk	False	False	False	281955.0	False	The rosary	uk
uc2.ark+=13960=t8tb11r2h		Rives, Hallie Erminie,	True	False			1912.0		False		1912	Rives	1912	False		False	False	False	6498877.0	False	The valiants of Virginia	us
nyp.33433074853726	1.0	Dorr, Henry G	False	True	1.0	True	1921.0	m	False	Boston;The Cornhill Publishing Co.;c1921.	1921	Dorr	1921	False	us	False	False	False	8658567.0	False	Mohawk Peter	us
nyp.33433082170949	8.0	Aldrich, Thomas Bailey,	True	False	5.0	True	1870.0	m	False	London [etc.;G. Routledge and Sons;1877	1877	Aldrich	1870	False	us	False	False	False	8663138.0	False	The story of a bad boy	us
uiuo.ark+=13960=t9v12mm90	4.0	Alexander, Mrs	False	True	4.0	True	1887.0	f	False	London;F.V. White & Co.;1887.	1887	Alexander	1887	False	us	False	False	False	8721665.0	False	Mona's choice	us
mdp.39015066053144		Baron, Dunsany, Edward John Moreton Drax Plunkett	False	True			1931.0	m	False	New York|London|G. P. Putnam's sons|c1931	1931	Baron	1931	False	ir	False	False	False	1398542.0	False	The travel tales of Mr. Joseph Jorkens,	ir
uc1.$b802363	1.0	Underwood, Charlotte	False	True	1.0	True	1944.0	f	False	New York|London|Harper & brothers|1944	1944	Underwood	1944	False	us	False	False	False	9950376.0	False	The dark glass,	us
njp.32101067629616	5.0	Beach, Rex	True	False	5.0	True			False	New York;London;Harper & bros.;1906.	1906	Beach	1906	False		False	False	False	8961213.0	False	The spoilers	us
uc1.b249261	2.0	Hardy, Arthur Sherburne	False	False	2.0	True	1889.0	m	False	Boston;New York;Houghton, Mifflin and Company;1889.	1889	Hardy	1889	False	us	False	False	False	6501920.0	True	Passe Rose	us
mdp.39015002379611	1.0	Redding, J. Saunders (Jay Saunders)	False	False	1.0	True			True	New York|London|Harper & brothers|1942	1942	Redding	1942	False		False	False	False	337678.0	False	No day of triumph	guess: us
uc1.b4368241	4.0	Asch, Sholem	True	False	4.0	True			False	New York|G.P. Putnam's Sons|1943	1943	Asch	1943	False		False	False	False	983710.0	False	The apostle	po
uiuo.ark+=13960=t84j10z91	3.0	Linskill, Mary	False	True	3.0	True	1887.0	f	False	London, Chatto & Windus;1887.	1887	Linskill	1887	False	uk	False	False	False	8720601.0	False	In exchange for a soul;	uk
nyp.33433074931118	1.0	Bronté, Emily,	True	False	1.0	True	1847.0		False	New York;Harper & Brothers, Publishers, 82 Cliff Street;1848.	1848	Bronté	1847	False		False	False	False	420967.0	False	Wuthering Heights	uk
uc1.b301202	2.0	Lust, Adelina Cohnfeldt	False	True	2.0	True	1899.0	f	False	Boston;New York;Houghton, Mifflin and Company;1899.	1899	Lust	1899	False		False	False	False	6534264.0	False	A tent of grace	guess: us
uc1.$b86321		Caldwell, Erskine	False	True			1943.0	m	False	New York|Duell, Sloan and Pearce|1943	1943	Caldwell	1943	False	us	False	False	False	1020904.0	False	Georgia boy.	us
mdp.39015027560757		Schreiner, Olive,	True	False			1911.0	f	False		1911	Schreiner	1911	False		False	False	False		False	Woman and labor	za
mdp.39015031304515	1.0	Tarkington, Booth	True	False	1.0	True			False	New York|P.F. Collier & Son Co. by special arrangement with Doubleday, Doran|c1927.	1927	Tarkington	1927	False		False	False	False	12263782.0	False	The plutocrat	us
uc1.b3321954	5.0	Brooks, Shirley	False	False	5.0	True	1855.0	m	False	London;R. Bentley;1855.	1855	Brooks	1855	False	uk	False	False	False	7915090.0	True	Aspen court;	uk
uc2.ark+=13960=t07w6824b		Young, Martha	False	True			1902.0	f	False	New York;Appleton;1916, c1902-1916.	1902	Young	1902	False	us	False	False	False	7705264.0	False	Plantation bird legends;	us
mdp.39015065549779		Saltus, Edgar	False	True			1887.0	m	False	New York;Benjamin & Bell;1887.	1887	Saltus	1887	False	us	False	False	False	6131819.0	False	Mr. Incoul's misadventure	us
uc1.b3688438	3.0	Lorimer, George Horace,	True	False	3.0	True	1903.0		False	Boston;Small, Maynard;1902.	1902	Lorimer	1903	False		False	False	False	10137393.0	False	Letters from a self-made merchant to his son	us
nyp.33433076074503		Wharton, Edith	False	False			1902.0	f	False	New York;C. Scribner's sons;1914 [c1902	1902	Wharton	1902	False	us	False	False	False	8660440.0	True	The valley of decision;	us
mdp.39015010387036	2.0	Winsor, Kathleen	True	False	1.0	True			False	London|Macdonald|1944	1944	Winsor	1944	False		False	False	False	1188731.0	False	Forever Amber	us
mdp.39015028762006	2.0	Dos Passos, John	False	False	2.0	True	1943.0	m	False	Boston|Houghton Mifflin|c1943	1943	Dos	1943	False	us	False	False	False	1028380.0	True	Number One	us
uc2.ark+=13960=t6b27q65p	3.0	Nicholson, Meredith	True	False	3.0	True			False	New York;Grosset & Dunlap;c1907	1907	Nicholson	1907	False		False	False	False	7648873.0	False	The Port of missing men	us
mdp.39015008914940	2.0	Drury, Allen	True	False	2.0	True			False	Garden City, N.Y.|Doubleday|1968.	1968	Drury	1968	False		False	False	False	1028425.0	False	Preserve and protect; a novel	us
uiuo.ark+=13960=t7hq4fp6c	4.0	Keary, Annie	False	False	4.0	True	1879.0	f	False	London;Macmillan;1879.	1879	Keary	1879	False	uk	False	False	False	8719371.0	True	A doubting heart	uk
uiuo.ark+=13960=t3gx4pc1g	3.0	Fenn, George Manville	False	True	3.0	True	1871.0	m	False	London;Tinsley;1871.	1871	Fenn	1871	False	uk	False	False	False	8718540.0	False	By birth a lady	uk
umn.31951d001342781	12.0	Dreiser, Theodore	False	False	6.0	True	1925.0	m	False	New York|The Sun Dial Press|c1926	1926	Dreiser	1925	False	us	False	False	False	7474146.0	True	An American Tragedy	us
uc1.b3710825	4.0	Keyes, Frances Parkinson	True	False	4.0	True			False	New York|J. Messner|1948	1948	Keyes	1948	False		False	False	False	631330.0	False	Dinner at Antoine's	us
nyp.33433075900567		Reade, Charles	True	False			1856.0	m	False	Boston|Ticknor and Fields|1856	1856	Reade	1856	False	uk	False	False	False	8667261.0	True	It is never too late to mend	uk
mdp.39015013006609		Cozzens, James Gould	False	False			1933.0	m	False	New York|Harcourt, Brace|195-?, c1933	1933	Cozzens	1933	False	us	False	False	False	1425466.0	True	The Last Adam	us
nyp.33433074888961	1.0	Linton, E. Lynn	False	True	1.0	True	1877.0	f	False	New York;Harper & Bros.;1877.	1877	Linton	1877	False	uk	False	False	False	8669624.0	False	From dreams to waking	uk
njp.32101067633261	3.0	Diehl, Alice M	False	True	3.0	True	1884.0	f	False	London;R. Bentley;1884.	1884	Diehl	1884	False	uk	False	False	False	8961394.0	False	The knave of hearts	uk
nc01.ark+=13960=t1gh9wn1r		Chaplin, Jane Dunbar	False	True			1870.0	f	False	Boston;H.A. Young & Co.;1870.	1870	Chaplin	1870	False	us	False	False	False	8917085.0	False	Out of the wilderness	us
mdp.39015046364652	1.0	Wouk, Herman	True	False	1.0	True			False	New York|Dell Pub. Co.|1965, c1951	1963	Wouk	1951	False		False	False	False	1417843.0	False	The Caine mutiny	us
uiuo.ark+=13960=t5p84x83v	3.0	Christie-Murray, David	False	True	3.0	True	1880.0	m	False	London;Griffith & Farran;1880.	1880	Christie-Murray	1880	False	uk	False	False	False	8721178.0	False	A life's atonement	uk
mdp.39015063938933	4.0	Locke, William John,	True	False	4.0	True	1910.0		False	New York;A. L. Burt co.;c1910].	1910	Locke	1910	False		False	False	False	280997.0	False	Simon the jester	uk
mdp.39015063747904	1.0	Wood, H. F	False	True	1.0	True	1890.0		False	New York;J. W. Lovell company;1890	1890	Wood	1890	False		False	False	False	1194996.0	False	The night of the 3d ult	guess: us
uc1.b3463671	2.0	Yerby, Frank	True	False	2.0	True			False	New York|Dial Press|c1951	1951	Yerby	1951	False		False	False	False	1189224.0	False	A woman called Fancy	guess: us
coo.31924052984741	17.0	James, Henry	False	False	5.0	True			False	New York and London;Harper & brothers;1903.	1903	James	1903	True		False	False	False	11405220.0	False	The ambassadors	us
uc2.ark+=13960=t7np1x57p	3.0	Hale, Edward Everett	False	False	2.0	True	1876.0	m	False	New York;Scribner;1891 [c1876	1876	Hale	1876	False	us	False	False	False	7660827.0	True	Philip Nolan's friends	us
uiuo.ark+=13960=t3gx4tb63	3.0	Kirkus, William	False	True	3.0	True	1867.0	m	False	London;Tinsley Brothers;1867.	1867	Kirkus	1867	False	uk	False	False	False	8722031.0	False	Only to be married	uk
mdp.39015030850682	1.0	Breslin, Jimmy	True	False	1.0	True			False	New York|Viking Press|1969	1969	Breslin	1969	False		False	False	False	477258.0	False	The gang that couldn't shoot straight	us
uc2.ark+=13960=t09w0b884	1.0	Elliott, Sarah Barnwell	False	False	1.0	True	1879.0	f	False	New York;D. Appleton and company;1879.	1879	Elliott	1879	False	us	False	False	False	7657315.0	True	The Felmeres	us
uc1.b3327527	2.0	Payn, James	False	True	2.0	True	1880.0	m	False	New York;F.M. Lupton;188-?	1880	Payn	1880	False	uk	False	False	False	7923292.0	False	Married beneath him	uk
uc2.ark+=13960=t8bg2qv8f		Hope, Anthony	False	False			1900.0	m	False	London;Methuen;1900.	1900	Hope	1900	False	uk	False	False	False	7689106.0	True	QuisantÃ©	uk
uc2.ark+=13960=t2b854s9d		Russell, Martha	False	True			1854.0	f	False	Boston;J. Jewett;1857.	1857	Russell	1854	False	us	False	False	False	7672149.0	False	Stories of New England life, or, LEaves from the tree Igdrasyl	us
nyp.33433074866710		Kipling, Rudyard	False	False			1901.0	m	False	Garden City, N.Y.;Doubleday, Page & company;1913 [c1901	1901	Kipling	1901	False	uk	False	False	False	8665724.0	True	Kim	uk
uc1.$b106208	1.0	Maugham, W. Somerset	False	False	1.0	True	1941.0	m	False	New York|Doubleday, Doran & Co.|1941.	1941	Maugham	1941	False	uk	False	False	False	631845.0	True	Up at the Villa	uk
loc.ark+=13960=t0zp4n54x	1.0	Andrews, Anabel (Follanbee)	False	True	1.0	True	1888.0	f	False	Nashua, N.H.;1888	1888	Andrews	1888	False	us	False	False	False	9608070.0	False	Flower fancies	us
mdp.39015066047898	3.0	Nin, Anaïs	True	False	3.0	True			False	New York|Harcourt Brace Jovanovich|1977.	1977	Nin	1977	False		False	False	False	736807.0	False	Delta of Venus : erotica	guess: us
mdp.39015011571653	2.0	Auchincloss, Louis	True	False	2.0	True			False	Boston|Houghton Mifflin Co.|1966.	1966	Auchincloss	1966	False		False	False	False	661816.0	False	The embezzler	us
njp.32101067178994	1.0	Trollope, Anthony,	True	False	1.0	True	1861.0	m	False	New York;Harper & Brothers, Publishers;1862.	1862	Trollope	1861	False	uk	False	False	False	8956342.0	False	Framley parsonage	uk
uc1.b4094353	1.0	Forester, C. S. (Cecil Scott)	False	True	1.0	True	1928.0	m	False	Indianapolis|Bobbs-Merrill|c1928.	1928	Forester	1928	False	uk	False	False	False	6152040.0	False	The daughter of the Hawk / | $c: by C.S. Forester.	uk
mdp.39015011425389	5.0	Glyn, Elinor	False	False	5.0	True	1909.0	f	False	New York;Duffield & company;1909.	1909	Glyn	1909	False	us	False	False	False	391481.0	True	Three weeks	us
uiuo.ark+=13960=t5db8pd5f		Surr, T. S.	True	False			1806.0		False		1806	Surr	1806	False		False	False	False	122629.0	False	A winter in London;	uk
uva.x030800580	1.0	anonymous1	False	True	1.0	True	1861.0		False	New York;Robert Carter and Bros.;1861.	1861	anonymous1	1861	False		False	False	False	9780541.0	False	Tuppy: or, The autobiography of a donkey	guess: us
