docid	allcopiesofwork	author	bestseller	contrast4reviewed	copiesin25yrs	earlyedition	firstpub	gender	heath	imprint	inferreddate	lastname	latestcomp	mostdiscussed	nationality	norton	nortonshort	preregistered	recordid	reviewed	title	inferrednation
mdp.39015031908893		Collins, Wilkie	False	False			1850.0	m	False		1850	Collins	1850	False	uk	False	False	False		True	Antonina;	uk
nyp.33433074930144	20.0	Brontë, Charlotte	False	False	2.0	True	1853.0	f	False	New York;Harper & brothers;1853.	1853	Brontë	1853	False	uk	False	False	False	324018.0	True	Villette	uk
mdp.39015002753344	1.0	West, Edward Sackville	False	False	1.0	True	1926.0	m	False	New York|A. A. Knopf|1927.	1927	West	1926	False	uk	False	False	False	1911290.0	True	The Ruin	uk
njp.32101074760370	1.0	Engles, William M	False	True	1.0	True	1854.0	m	False	Philadelphia;Presbyterian Board of Publication;c1854.	1854	Engles	1854	False	us	False	False	False	9024165.0	False	The youth's casket	us
mdp.39015043198871	2.0	Du Maurier, Daphne	True	False	2.0	True			False	Garden City, N.Y.|Doubleday|c1969.	1969	Du	1969	False		False	False	False	3522604.0	False	The house on the strand	uk
mdp.39015002153180	2.0	O'Connor, Flannery	False	False	2.0	True			True	New York|Harcourt, Brace and Company|1955.	1955	O'Connor	1955	False		False	False	False	281587.0	False	A good man is hard to find : and other stories	us
hvd.hwkd1u	3.0	Hook, Theodore Edward,	True	False	3.0	True	1826.0	m	False	Philadelphia;H.C. Carey and I. Lea;1825.	1825	Hook	1826	False	uk	False	False	False	9719515.0	False	Sayings and doings; or, Sketches from life	uk
uc1.b4102757		Fuller, Henry Blake	False	False			1893.0	m	False	New York;Harper & brothers;1893.	1893	Fuller	1893	False	us	False	False	False	205363.0	True	The cliff-dwellers	us
uc1.b3327322		Montgomery, Florence	False	True			1874.0	f	False	London;R. Bentley;1874.	1874	Montgomery	1874	False	uk	False	False	False	7923174.0	False	Thwarted or Ducks' eggs in a hen's nest	uk
uiuo.ark+=13960=t9183tc29		MacDonald, George	False	False			1875.0	m	False	London;H.S. King & co.;1875.	1875	MacDonald	1875	False	uk	False	False	False	6059197.0	True	Malcolm	uk
uc2.ark+=13960=t1fj2bd0w	2.0	Kelly, Myra	False	False	2.0	True	1904.0	f	False	New York;Grosset & Dunlap;1904.	1904	Kelly	1904	False	ir	False	False	False	6497693.0	True	Little citizens	ir
uiuo.ark+=13960=t9f47xn9c	3.0	Banks, G. Linnaeus	False	True	3.0	True	1884.0	f	False	London;F.V. White;1884.	1884	Banks	1884	False	uk	False	False	False	8723646.0	False	Sybilla and other stories	uk
uc2.ark+=13960=t2h708h89	1.0	Pearson, Emily C	False	True	1.0	True	1851.0	f	False	Hartford;Brockett, Fuller and co.;1851.	1851	Pearson	1851	False	us	False	False	False	9262730.0	False	Jamie Parker, the fugitive	us
uva.x002122780	3.0	Dixon, Thomas	True	False	3.0	True			False	New York;Doubleday, Page;1903.	1903	Dixon	1903	False		False	False	False	1375266.0	False	The one woman	us
uiuo.ark+=13960=t5t73084p		James, G. P. R.	True	False			1829.0		False		1829	James	1829	False		False	False	False	481655.0	False	Richelieu	uk
uiuo.ark+=13960=t44q87z39	3.0	Dowling, Richard	False	True	3.0	True	1886.0	m	False	London;Tinsley;1886.	1886	Dowling	1886	False	ir	False	False	False	8723702.0	False	Tempest-driven	ir
uc1.32106002151097	4.0	Updike, John	True	False	3.0	True			False	New York|Knopf|1968.	1968	Updike	1968	False		False	False	False	1029583.0	False	Couples	us
loc.ark+=13960=t6nz8x84q	4.0	Leonowens, Anna Harriette	False	False	4.0	True	1873.0	f	False	Boston;J. R. Osgood and company;1873.	1873	Leonowens	1873	False	uk	False	False	False	9609749.0	True	The romance of the harem	uk
mdp.39015010208307	3.0	Norris, Kathleen Thompson	False	True	3.0	True	1927.0	f	False	Garden City, N. Y.|Doubleday, Doran and company, inc.|1928.	1928	Norris	1927	False	us	False	False	False	322550.0	False	The foolish virgin	us
uc2.ark+=13960=t6k06xn34		Deprend, Jeffrey	False	True			1920.0	m	False	Chicago;J.W. Wallace & Company;1920.	1920	Deprend	1920	False	us	False	False	False	7656991.0	False	The golden poppy;	us
wu.89047436936	4.0	Nicholson, Meredith	True	False	4.0	True			False	Indianapolis;The Bobbs-Merrill company;1905	1905	Nicholson	1905	False		False	False	False	5974489.0	False	The house of a thousand candles	us
mdp.39015015368007		Kipling, Rudyard,	True	False			1898.0		False	Leipzig;B. Tauchnitz;1898.	1898	Kipling	1898	False		False	False	False	590996.0	False	The day's work	uk
uc2.ark+=13960=t25b01m57	2.0	Brame, Charlotte M	False	True	2.0	True	1880.0	f	False	Chicago;New York;Belford, Clarke & company;188-?	1880	Brame	1880	False	uk	False	False	False	6501398.0	False	Repented at leisure	uk
uc1.b4095555		Grey, Zane	False	True			1926.0	m	False	New York|London|Harper & brothers|1926.	1926	Grey	1926	False	us	False	False	False	244821.0	False	Under the Tonto Rim, | $c: by Zane Grey.	us
mdp.39015016708177	6.0	Llewellyn, Richard	True	False	5.0	True			False	New York|The Macmillan company|1940.	1940	Llewellyn	1940	False		False	False	False	1112940.0	False	How green was my valley	uk
pst.000006180706		Stribling, T.S	False	False			1921.0	m	False		1922	Stribling	1921	False	us	False	False	False		True	Birthright	us
uc1.32106000245693	2.0	Kang, Younghill	False	False	1.0	True			True	New York|C. Scribner's sons|1937.	1937	Kang	1937	False		False	False	False	7123247.0	False	East goes west	guess: us
uc2.ark+=13960=t5db83h0b	2.0	Parr, Louisa Taylor	False	False	1.0	True	1871.0	f	False	Leipzig;Bernhard Tauchnitz;1872.	1872	Parr	1871	False	uk	False	False	False	7695411.0	True	Dorothy Fox	uk
hvd.hwnzib		Byron, George Gordon Byron,	True	False			1813.0		False		1814	Byron	1813	False		False	False	False		False	The bride of Abydos	uk
mdp.39015059405202	4.0	Hutchinson, A. S. M.	True	False	4.0	True	1922.0		False	Boston;Little, Brown, and company;1922.	1922	Hutchinson	1922	False		False	False	False	116795.0	False	This freedom	non
uc1.$b56674	1.0	Hough, Frank O	False	False	1.0	True	1941.0	m	False	Philadelphia|New York|J.B. Lippincott Company|c1941	1941	Hough	1941	False	us	False	False	False	6576069.0	True	The Neutral Ground	guess: us
mdp.39015020690858	2.0	Crichton, Michael	True	False	2.0	True			False	New York|Knopf; [distributed by Random House|1969.	1969	Crichton	1969	False		False	False	False	395534.0	False	The Andromeda strain	us
njp.32101063580995		Isham, Frederick Stewart	False	True			1903.0	m	False	Indianapolis;Bobbs-Merrill;1903.	1903	Isham	1903	False	us	False	False	False	8916628.0	False	Under the rose	us
uiuo.ark+=13960=t39z9hj0v	3.0	Author of No appeal	False	True	3.0	True	1870.0	u	False	London;Chapman and Hall;1863.	1870	Author	1870	False		False	False	False	8719233.0	False	Gerald Hastings of Barton	guess: non-us
mdp.39015032013263	1.0	Hormel, Olive Deane	False	True	1.0	True	1926.0	f	False	New York|C. Scribner's sons|1926.	1926	Hormel	1926	False	us	False	False	False	481903.0	False	Co-ed, | $c: by Olive Deane Hormel.	us
mdp.39015063961315	1.0	[Sprague, Mary Aplin]	False	False	1.0	True	1879.0	f	False	Boston;Houghton, Osgood and company;1880.	1880	Sprague	1879	False	us	False	False	False	123491.0	True	An earnest trifler	us
mdp.39015002725706	1.0	Ferber, Edna	True	False	1.0	True			False	Garden City, N.Y.|Doubleday & Company, Inc.|1958.	1958	Ferber	1958	False		False	False	False	389480.0	False	Ice Palace	us
uc2.ark+=13960=t7xk87j6z	2.0	Forrester, Mrs	False	True	2.0	True	1877.0	f	False	Philadelphia;J. B. Lippincott;1877.	1877	Forrester	1877	False	uk	False	False	False	6501391.0	False	Mignon	uk
njp.32101068168424	1.0	Crosland, Newton	False	False	1.0	True	1853.0	f	False	London;Routledge;1853.	1853	Crosland	1853	False	uk	False	False	False	8968436.0	True	Stray leaves from shady places	guess: non-us
mdp.39015064466116	14.0	Borrow, George Henry	False	False	3.0	True	1851.0	m	False	London;J. Murray;1851.	1851	Borrow	1851	False	uk	False	False	False	326943.0	True	Lavengro;	uk
mdp.39015021285849	1.0	Shanks, Edward	False	False	1.0	True	1933.0	m	False	Indianapolis|The Bobbs-Merrill company|c1933	1933	Shanks	1933	False	uk	False	False	False	161507.0	True	Queer Street	uk
uc2.ark+=13960=t7qn67563		Smith, Francis Hopkinson,	True	False			1896.0		False	New York;Grosset & Dunlap;1896.	1896	Smith	1896	False		False	False	False	7922851.0	False	Tom Grogan	us
nyp.33433075744890	4.0	Orczy, Emmuska Orczy,	True	False	2.0	True	1905.0		False	New York;Grosset & Dunlap;1905, reprinted 1910.	1905	Orczy	1905	False		False	False	False	8666703.0	False	The Scarlet Pimpernel	guess: us
mdp.39015040577127	1.0	Evans, Richard Paul	True	False	1.0	True			False	New York|Simon & Schuster|c1997.	1997	Evans	1997	False		False	False	False	3949500.0	False	The letter	guess: us
nyp.33433075727366	1.0	Ferrer, Max	False	False	1.0	True	1859.0	m	False	London;Chapman and Hall;1859.	1859	Ferrer	1859	False	uk	False	False	False	8668456.0	True	Robert Mornay	uk
nyp.33433074890454	16.0	Melville, Herman	True	False	2.0	True	1851.0	m	False	Boston|Page|c1892	1892	Melville	1851	True	us	False	False	True	8667113.0	False	Moby Dick	us
uiuo.ark+=13960=t9g45077d	3.0	Carr, Alice Vansittart (Strettell)	False	False	3.0	True	1889.0	f	False	Edinburgh;William Blackwood and Sons Edinburgh and London;1889;London.	1889	Carr	1889	False	uk	False	False	False	8721426.0	True	Margaret Maliphant	uk
uc1.$b802367	1.0	Webster, Henry Kitchell	False	True	1.0	True	1924.0	m	False	Indianapolis|The Bobbs-Merrill Company|c1924.	1924	Webster	1924	False	us	False	False	False	9950379.0	False	The innocents : | a novel / | $c: by Henry Kitchell Webster.	us
pst.000033668543	1.0	Crane, Stephen	False	False	1.0	False			True	Mankato, Minn.|Creative Education, Inc.|c1982.	1982	Crane	1900	False		False	False	False	7496732.0	False	The bride comes to yellow sky	us
uiuo.ark+=13960=t7tm7kq3x	3.0	Edwards, Harry Bennett	False	True	3.0	True	1879.0		False	London;S. Tinsley;1879.	1879	Edwards	1879	False		False	False	False	8723686.0	False	A tantalus cup;	uk
mdp.39015017635502	10.0	Crane, Stephen	False	False	2.0	False			False	New York|Newland press|1930	1930	Crane	1900	False		True	False	False	395086.0	False	Maggie, a girl of the streets	us
uc2.ark+=13960=t5r787t41	4.0	Richardson, Dorothy M	False	False	4.0	True	1917.0	f	False	New York;Knopf;1917.	1917	Richardson	1917	False	uk	False	False	False	7313634.0	True	Backwater	uk
nc01.ark+=13960=t8mc9bp1c	2.0	De Forest, John William	False	False	2.0	True	1871.0	m	False	New York;Sheldon;1871.	1871	De	1871	False	us	False	False	False	8659219.0	True	Overland	us
uc1.b3346934		Sinclair, Upton	False	False			1913.0	m	False		1913	Sinclair	1913	False	us	False	False	False		True	Sylvia: a novel	us
mdp.39015078546390	1.0	anonymous5	False	True	1.0	True	1898.0		False	London;E. Lloyd, limited;1898.	1898	anonymous5	1898	False		False	False	False	1876761.0	False	Grien on Rougemont;	guess: non-us
nc01.ark+=13960=t6252110d	1.0	Optic, Oliver	False	True	1.0	True	1866.0	m	False	Lee and Shepard;1866.	1866	Optic	1866	False	us	False	False	False	10940309.0	False	The Yankee middy	us
njp.32101068972775	1.0	Lawrence, George A	False	False	1.0	True	1869.0	m	False	New York;Harper & Bros.;1871.	1871	Lawrence	1869	False	uk	False	False	False	8975912.0	True	Anteros	uk
uiuo.ark+=13960=t3611js80	8.0	Marsh-Caldwell, Anne	False	False	8.0	True	1852.0	f	False	London;Colburn;1852.	1852	Marsh-Caldwell	1852	False	uk	False	False	False	6131755.0	True	Castle Avon	uk
nyp.33433074841747	2.0	Daviess, Maria Thompson	True	False	2.0	True			False	Indianapolis;Bobbs-Merrill;c1912	1912	Daviess	1912	False		False	False	False	6533491.0	False	The melting of Molly	us
uc1.$b87319	1.0	Frankau, Gilbert	False	True	1.0	True	1938.0	m	False	New York|E. P. Dutton & co.|1939.	1939	Frankau	1938	False	uk	False	False	False	6593454.0	False	Royal regiment, | a novel of contemporary behaviours, | $c: by Gilbert Frankau.	uk
uc1.32106006434416	1.0	Stout, Rex	False	True	1.0	True	1946.0	m	False	New York|Viking Press|1946	1946	Stout	1946	False	us	False	False	False	7145965.0	False	The silent speaker, | $c: by Rex Stout	us
mdp.39015049553541	4.0	Heller, Joseph	True	False	4.0	True			False	New York|Knopf; [distributed by Random House|1974.	1974	Heller	1974	False		False	False	False	434744.0	False	Something happened	us
pst.000004784975	1.0	Faust, Frederick Schiller	False	True	1.0	True	1933.0	m	False	New York|Dodd, Mead & company|1942.	1942	Faust	1933	False	us	False	False	False	7031536.0	False	Silvertip / | $c: by Max Brand.	us
mdp.39015013970788	4.0	Irving, John	True	False	4.0	True			False	New York|Dutton|c1981.	1981	Irving	1981	False		False	False	False	185067.0	False	The Hotel New Hampshire	us
uc1.b4384802	1.0	Hurst, Fannie	True	False	1.0	True			False	New York|Cosmopolitan Book Corporation|1931.	1931	Hurst	1931	False		False	False	False	6230509.0	False	Back street	us
uc1.b3826722	1.0	Waugh, Evelyn	False	False	1.0	True	1945.0	m	False	London|Chapman & Hall|1960	1960	Waugh	1945	False	uk	False	False	False	1020511.0	True	Brideshead Revisited	uk
mdp.39015034414261	1.0	Cornwell, Patricia Daniels	True	False	1.0	True			False	New York|Scribner|c1995.	1995	Cornwell	1995	False		False	False	False	2999440.0	False	From Potter's field	us
uiuo.ark+=13960=t2d79qg2t	3.0	Greg, Percy	False	True	3.0	True	1880.0	m	False	London;S. Low, Marston, Searle & Rivington;1880.	1880	Greg	1880	False	uk	False	False	False	8719552.0	False	Errant	uk
nyp.33433074940838	25.0	Blackmore, R. D	True	False	14.0	True	1869.0	m	False	London|S. Low, Marston, Searle, and Rivington|1886	1886	Blackmore	1869	False	uk	False	False	False	8663855.0	True	Lorna Doone	uk
njp.32101068175080	2.0	Butler, William Allen	False	True	2.0	True	1876.0	m	False	New York;D. Appleton and Company;1876.	1876	Butler	1876	False	us	False	False	False	8968935.0	False	Mrs. Limber's raffle, or, A church fair and its victims	us
mdp.39015002141011	1.0	MacInnes, Helen	False	True	1.0	True	1949.0	f	False	New York|Harcourt, Brace|1951	1951	MacInnes	1949	False	uk	False	False	False	538033.0	False	Neither five nor three.	uk
mdp.39015063941507		McCutcheon, George Barr,	True	False			1906.0		False	New York;Dodd, Mead & company;1906.	1906	McCutcheon	1906	False		False	False	False	246203.0	False	Jane Cable	us
uc1.b308297	2.0	Freeman, Mary Eleanor Wilkins	False	True	2.0	True	1895.0	f	False	New York;Chicago [etc.;Fleming H. Revell Company;1895.	1895	Freeman	1895	False	us	False	False	False	6538786.0	False	Comfort Pease and her gold ring	us
mdp.39015006236957	4.0	Irving, John	True	False	4.0	True			False	New York|Morrow|c1985.	1985	Irving	1985	False		False	False	False	608429.0	False	The cider house rules : a novel	us
uiuo.ark+=13960=t9k36cm5w		Palgrave, William Gifford	False	False			1872.0	m	False	London;H.S. King & co.;1872.	1872	Palgrave	1872	False	uk	False	False	False	8720219.0	True	Hermann Agha: an eastern narrative	uk
uc1.b2791154	1.0	Shand, Alexander Innes	False	False	1.0	True	1872.0	m	False	London;Smith, Elder;1872.	1872	Shand	1872	False	uk	False	False	False	7369164.0	True	Shooting the rapids	uk
nyp.33433074954763	1.0	Cullum, Ridgwell	False	True	1.0	True	1914.0	m	False	Philadelphia;G.W. Jacobs;c1914.	1914	Cullum	1914	False	uk	False	False	False	8665111.0	False	The law breakers	uk
uc1.32106009087138	1.0	Herbert, Frank	True	False	1.0	True			False	New York|Putnam|c1981.	1981	Herbert	1981	False		False	False	False	181380.0	False	God Emperor of Dune	us
dul1.ark+=13960=t2f77261f		Perce, Elbert	False	True			1851.0	m	False	New York;Charles Scribner;1852.	1852	Perce	1851	False	us	False	False	False	11266334.0	False	Gulliver Joi, his three voyages	us
njp.32101068178878		Hatton, Joseph	False	True			1883.0	m	False	London;Chapman & Hall, Limited, 11, Henrietta St., Covent Garden;1883.	1883	Hatton	1883	False	uk	False	False	False	8721662.0	False	A modern Ulysses	uk
mdp.39015012351097		Webster, Jean	True	False			1915.0		False	New York;The Century Co.;1915.	1915	Webster	1915	False		False	False	False	324154.0	False	Dear enemy	guess: us
mdp.39015005148344	5.0	Grant, Robert	True	False	4.0	True	1900.0	m	False	New York|C. Scribner's Sons|1900	1900	Grant	1900	False	us	False	False	False	5262003.0	True	Unleavened bread	us
uva.x030809062		Caine, Hall,	True	False			1885.0		False	Chicago;G. M. Hill co.;1898.	1898	Caine	1885	False		False	False	False	9782893.0	False	The shadow of a crime	uk
uc1.32106006152380	2.0	Styron, William	True	False	2.0	True			False	New York|Random House|c1979.	1979	Styron	1979	False		False	False	False	259216.0	False	Sophie's choice	us
mdp.39015066054266		Forster, E.M	False	False			1928.0	m	False	New York|Harcourt, Brace & company|c1928	1928	Forster	1928	False	uk	False	False	False	390776.0	True	The Eternal Moment	uk
nyp.33433076048002	2.0	Rives, Hallie	True	True	2.0	True	1907.0	f	False	Indianapolis|The Bobbs-Merrill Company|1907	1907	Rives	1907	False	us	False	False	False	6498876.0	False	Satan Sanderson	us
mdp.39015030996808		Stephens, Ann S	False	True			1843.0	f	False	Philadelphia;T. B. Peterson;c1854.	1854	Stephens	1843	False	us	False	False	False	7674103.0	False	High life in New York	us
uc2.ark+=13960=t7wm1jf6q		Byron, George Gordon Byron,	True	False			1812.0		False		1812	Byron	1812	False		False	False	False		False	Childe Harold's pilgrimage	uk
pst.000029697519	2.0	Roberts, Kenneth Lewis	False	True	2.0	True	1934.0	m	False	Greenwich, Conn.|Fawcett Publications|1970, c1934].	1934	Roberts	1934	False	us	False	False	False	7050895.0	False	Captain Caution : | a chronicle of Arundel / | $c: [by] Kenneth Roberts.	us
mdp.39015037305821	1.0	Evans, Richard Paul	True	False	1.0	True			False	New York|Simon & Schuster|c1993.	1993	Evans	1993	False		False	False	False	3048553.0	False	The Christmas box	guess: us
uc1.b3481743	1.0	Caldwell, Taylor	True	False	1.0	True			False	New York|McGraw-Hill|1954	1954	Caldwell	1954	False		False	False	False	6663583.0	False	Never victorious, never defeated	us
nyp.33433074800883	7.0	Bangs, John Kendrick,	True	False	6.0	True	1895.0		False	New York;Harper & brothers;1896.	1896	Bangs	1895	False		False	False	False	1027045.0	False	A house-boat on the Styx;	us
uc1.b3387887		Flandrau, Charles Macomb	False	True			1901.0	m	False	New York;A. Wessels company;1907.	1907	Flandrau	1901	False	us	False	False	False	389039.0	False	The diary of a freshman	us
njp.32101074871284	1.0	Linthicum, Richard	False	True	1.0	True	1892.0	m	False	Denver, Colo.;W.F. Robinson;1892.	1892	Linthicum	1892	False	us	False	False	False	9025060.0	False	A book of Rocky Mountain tales	us
uc1.b3322486	8.0	Hewlett, Maurice Henry	True	False	8.0	True	1900.0	m	False	London;Macmillan;1912 c1900.	1900	Hewlett	1900	False	uk	False	False	False	7915296.0	True	The life and death of Richard Yea-and-Nay	guess: non-us
mdp.39015057947536	1.0	Clancy, Tom	True	False	1.0	True			False	New York|G.P. Putnam's Sons|c1998.	1998	Clancy	1998	False		False	False	False	3991990.0	False	Rainbow Six	us
nyp.33433074795042	2.0	Wood, Clement	False	True	2.0	True	1920.0	m	False	New York;E.P. Dutton;c1920.	1920	Wood	1920	False	us	False	False	False	7677056.0	False	Mountain	us
mdp.39015002385675	3.0	Levin, Meyer	True	False	2.0	True			False	New York|Simon and Schuster|1956.	1956	Levin	1956	False		False	False	False	538701.0	False	Compulsion	us
mdp.39015024079280	2.0	Malamud, Bernard	True	False	2.0	True			False	New York|Farrar, Straus and Giroux|1966.	1966	Malamud	1966	False		False	False	False	628586.0	False	The fixer	us
mdp.39015063617826		Johnston, Mary,	True	False			1902.0		False	Boston;Houghton, Mifflin;1902.	1902	Johnston	1902	False		False	False	False	482843.0	False	Audrey	us
uc1.b3687211	3.0	Bromfield, Louis	True	False	3.0	True			False	New York|Grosset & Dunlap|1928.	1928	Bromfield	1928	False		False	False	False	10136755.0	False	The strange case of Miss Annie Spragg	us
uc1.$b797656	1.0	Rinehart, Mary Roberts	False	True	1.0	True	1929.0	f	False	New York|Farrar & Rinehart, Incorporated|c1929.	1929	Rinehart	1929	False	us	False	False	False	9519543.0	False	The romantics, | $c: by Mary Roberts Rinehart.	us
mdp.39015063959657	3.0	Walpole, Hugh	False	False	3.0	True	1914.0	m	False	New York;Grosset & Dunlap;c1914	1914	Walpole	1914	False	uk	False	False	False	450388.0	True	The Duchess of Wrexe, her decline and death;	uk
uc1.32106009338523	2.0	Updike, John	True	False	2.0	True			False	New York|Alfred A. Knopf|1971.	1971	Updike	1971	False		False	False	False	282953.0	False	Rabbit redux	us
mdp.39015002260167	9.0	Steinbeck, John	True	False	6.0	True			False	New York, N.Y.|Covici-Friede|c1937.	1937	Steinbeck	1937	False		False	False	False	1029464.0	False	Of mice and men	us
mdp.39015020466648		Lee, Gerald Stanley,	True	False			1913.0		False		1913	Lee	1913	False		False	False	False		False	Crowds	guess: non-us
uc2.ark+=13960=t26971c28		Holmes, Richard S	False	True			1913.0	m	False	New York;Chicago;Toronto;London;Edinburgh;Fleming H. Revell Company;1913.	1913	Holmes	1913	False	us	False	False	False	7661419.0	False	Bradford Horton: Man	us
mdp.39015000539521	1.0	Oursler, Fulton	False	True	1.0	True	1930.0	m	False	New York|Grosset & Dunlap|1932	1932	Oursler	1930	False	us	False	False	False	1910553.0	False	About the murder of Geraldine Foster, | $c: by Anthony Abbot [pseud.] ...	us
mdp.39015063549607	5.0	Connor, Ralph,	True	False	5.0	True	1917.0		False	New York;George H. Doran company;c1917	1917	Connor	1917	False		False	False	False	779971.0	False	The major	Canadian
uc2.ark+=13960=t4sj1g55c	4.0	Lang, Andrew	False	False	4.0	True	1886.0	m	False	Bristol;J. W. Arrowsmith; [etc., etc.;1886.	1886	Lang	1886	False	uk	False	False	False	669957.0	True	The mark of Cain	uk
mdp.39015050822975	1.0	Stone, Irving	True	False	1.0	True			False	Garden City, N.Y.|Doubleday|1975.	1975	Stone	1975	False		False	False	False	3562242.0	False	The Greek treasure : a biographical novel of Henry and Sophia Schliemann	us
uiuo.ark+=13960=t9k36b97d	2.0	Craik, Georgiana M	False	True	2.0	True	1884.0	f	False	London;R. Bentley;1884.	1884	Craik	1884	False	uk	False	False	False	6678022.0	False	Godfrey Helstone	uk
njp.32101035036068	1.0	Ritner, W. D	False	True	1.0	True	1865.0		False	Philadelphia;Barclay & Co.;1865.	1865	Ritner	1865	False	us	False	False	False	8888521.0	False	Juan, the white slave;	us
njp.32101065841254	4.0	Scudder, Horace Elisha	False	False	4.0	True	1869.0	m	False	New York;Hurd and Houghton;1876.	1876	Scudder	1869	False	us	False	False	False	9244901.0	True	Stories from my attic	us
uiuo.ark+=13960=t0ht38q7z		Taylor, Meadows	False	False			1863.0	m	False	Edinburgh;W. Blackwood;1863.	1863	Taylor	1863	False	uk	False	False	False	119932.0	True	Tara	uk
njp.32101069165684	1.0	Edwards, C. R	False	True	1.0	True	1871.0	m	False	New York;International Pub. Co.;1871.	1871	Edwards	1871	False	us	False	False	False	8978410.0	False	A story of Niagara	us
mdp.39076001210744	1.0	Shaw, Irwin	True	False	1.0	True			False	New York|Delacorte Press|c1977.	1977	Shaw	1977	False		False	False	False	9921692.0	False	Beggarman, thief	us
uiuo.ark+=13960=t6834cj82	3.0	Oliphant, Margaret	False	False	3.0	True	1851.0	f	False	London;H. Colburn;1851.	1851	Oliphant	1851	False	uk	False	False	False	8721569.0	True	Merkland	uk
mdp.39015063547288	1.0	Freeman Wills Crofts	False	False	1.0	True	1928.0	m	False	London [etc.|W. Collins sons & co., ltd.|1933	1933	Freeman	1928	False	uk	False	False	False	286637.0	True	The Sea Mystery, an Inspector French Case	uk
uc1.$b56440	1.0	Creatore, Luigi	False	True	1.0	True	1947.0	m	False	New York|Toronto|Rinehart & company, inc.|1947	1947	Creatore	1947	False	us	False	False	False	6575891.0	False	This world is mine, | a novel | $c: by Luigi Creatore.	us
uc1.b3326036		Slosson, Annie Trumbull	False	False			1898.0	f	False	New York and;London;Harper & brothers;1898.	1898	Slosson	1898	False	us	False	False	False	6538767.0	True	Dumb foxglove	us
uc2.ark+=13960=t3tt4h68m		Goldsmith, Oliver,	True	False			1766.0		False		1793	Goldsmith	1766	False		False	False	False	7660270.0	False	The vicar of Wakefield	Irish
pst.000022671783	1.0	Lockridge, Ross	True	False	1.0	True			False	New York|Penguin Books|1994, c1948.	1948	Lockridge	1948	False		False	False	False	7050301.0	False	Raintree County	us
mdp.39015020232743	2.0	Smith, Francis Hopkinson,	True	False	2.0	True	1915.0		False	New York;C. Scribner's sons;1915.	1915	Smith	1915	False		False	False	False	782947.0	False	Felix O'Day	us
mdp.39015063926870	7.0	Tarkington, Booth,	True	False	6.0	True	1922.0		False	Garden City, N. Y.;Doubleday, Page & company;1922.	1922	Tarkington	1922	False		False	False	False	123862.0	False	Gentle Julia	us
mdp.39015013934230	6.0	Steinbeck, John	True	False	4.0	True			False	New York|The Viking Press|1947.	1947	Steinbeck	1947	False		False	False	False	1186320.0	False	The wayward bus	us
mdp.39015004288414		Fox, John,	True	False			1903.0		False	New York;C. Scribner's sons;1903	1903	Fox	1903	False		False	False	False	390380.0	False	The little shepherd of Kingdom Come	us
mdp.39015019181331	3.0	Davenport, Marcia	True	False	2.0	True			False	New York|C. Scribner's sons|1942.	1942	Davenport	1942	False		False	False	False	439262.0	False	The valley of decision	guess: us
uc1.$b807239	3.0	Cummins, Maria S	False	False	3.0	True	1860.0	f	False	Boston;Ticknor and Fields;1860.	1860	Cummins	1860	False	us	False	False	False	9949953.0	True	El FureidÌ¨s	us
mdp.39015003321695	4.0	Lindbergh, Anne Morrow	True	False	4.0	True			False	New York|Harcourt, Brace and company|1938	1938	Lindbergh	1938	False		False	False	False	1115047.0	False	Listen! the wind	guess: us
mdp.39015027815433		Ward, Humphry,	True	False			1898.0		False	London;Smith, Elder & co.;1898.	1898	Ward	1898	False		False	False	False	784789.0	False	Helbeck of Bannisdale	guess: non-us
uc2.ark+=13960=t8nc5ts38		Abbott, Eleanor Hallowell,	True	False			1910.0		False	New York;Century;1910.	1910	Abbott	1910	False		False	False	False	1375117.0	False	Molly make-believe	us
uc2.ark+=13960=t4gm82m68		Alcott, Louisa May,	True	False			1868.0	f	False		1868	Alcott	1868	False	us	False	False	False	1421435.0	False	Little women;	us
mdp.39015048708674	1.0	[Champneys, Adelaide]	False	True	1.0	True	1928.0	f	False	Indianapolis|The Bobbe-Merrill company|1928	1928	Champneys	1928	False	uk	False	False	False	283904.0	False	November night.	uk
uc1.b3579114		Kimball, Richard B	False	True			1850.0	m	False	New York;G.P. Putnam;1850.	1850	Kimball	1850	False	us	False	False	False	6678331.0	False	Saint Leger, or, The threads of life	us
uc1.32106006269002	3.0	Potok, Chaim	True	False	3.0	True			False	New York|Knopf; [distributed by Random House|1972.	1972	Potok	1972	False		False	False	False	1113320.0	False	My name is Asher Lev. -	us
uc1.$b323595	2.0	Collins, Dale	False	True	2.0	True	1927.0	m	False	Boston|Little|c1927.	1927	Collins	1927	False	au	False	False	False	6548417.0	False	The sentimentalists / | $c: by Dale Collins.	au
uc2.ark+=13960=t8jd4rr6g	1.0	French, Allen	False	True	1.0	True	1901.0	m	False	New York;Doubleday Page and co.;1903 [c1901	1901	French	1901	False	us	False	False	False	7659799.0	False	The colonials;	us
wu.89087910576	1.0	Towers, Frances	False	True	1.0	True	1949.0	f	False	London|Michael Joseph|1949	1949	Towers	1949	False	uk	False	False	False	5750901.0	False	Tea with Mr. Rochester, and other stories.	uk
